	Articolo	Data	Elapse (s)	Longitudine	Latitudine	Altitudine (m)	Corso	Velocità (km/h)	Distanza totale (km)	Unnamed: 9
819	820	2019-04-21 18:29:35.835	3372.0	"12°53'17.51"" E"	"41°33'5.86"" N"	37,5	313,4	84,9	61.29600000000001	
820	821	2019-04-21 18:29:39.835	3376.0	"12°53'14.43"" E"	"41°33'8.26"" N"	37,9	313,4	92,6	61.398999999999994	
821	822	2019-04-21 18:29:43.835	3380.0	"12°53'11.53"" E"	"41°33'10.56"" N"	38,5	313,5	88,0	61.496	
822	823	2019-04-21 18:29:47.835	3384.0	"12°53'8.50"" E"	"41°33'12.86"" N"	38,6	314,5	89,7	61.596000000000004	
823	824	2019-04-21 18:29:51.835	3388.0	"12°53'5.55"" E"	"41°33'15.15"" N"	38,9	312,4	88,3	61.693999999999996	
824	825	2019-04-21 18:29:55.835	3392.0	"12°53'2.81"" E"	"41°33'17.24"" N"	44,2	312,4	81,6	61.785	
825	826	2019-04-21 18:29:59.835	3396.0	"12°52'59.96"" E"	"41°33'19.41"" N"	48,1	311,4	84,5	61.879	
826	827	2019-04-21 18:30:03.835	3400.0	"12°52'57.02"" E"	"41°33'21.55"" N"	50,5	311,4	85,3	61.973	
827	828	2019-04-21 18:30:07.835	3404.0	"12°52'54.08"" E"	"41°33'23.70"" N"	42,2	312,4	85,5	62.068999999999996	
828	829	2019-04-21 18:30:11.835	3408.0	"12°52'50.97"" E"	"41°33'26.02"" N"	44,0	312,4	91,3	62.17	
829	830	2019-04-21 18:30:15.835	3412.0	"12°52'47.84"" E"	"41°33'28.55"" N"	45,4	311,4	95,9	62.276	
830	831	2019-04-21 18:30:19.835	3416.0	"12°52'44.81"" E"	"41°33'30.90"" N"	46,4	311,4	90,8	62.376999999999995	
831	832	2019-04-21 18:30:23.835	3420.0	"12°52'41.69"" E"	"41°33'33.52"" N"	47,1	312,4	97,5	62.486000000000004	
832	833	2019-04-21 18:30:27.835	3424.0	"12°52'38.66"" E"	"41°33'35.86"" N"	47,5	312,4	90,5	62.586000000000006	
833	834	2019-04-21 18:30:31.835	3428.0	"12°52'35.57"" E"	"41°33'38.24"" N"	47,9	312,4	92,3	62.68899999999999	
834	835	2019-04-21 18:30:35.835	3432.0	"12°52'32.47"" E"	"41°33'40.51"" N"	48,8	312,4	90,1	62.788999999999994	
835	836	2019-04-21 18:30:39.835	3436.0	"12°52'29.33"" E"	"41°33'42.91"" N"	49,6	312,4	93,4	62.893	
836	837	2019-04-21 18:30:43.835	3440.0	"12°52'26.35"" E"	"41°33'45.15"" N"	50,5	312,4	87,8	62.99	
837	838	2019-04-21 18:30:47.835	3444.0	"12°52'23.63"" E"	"41°33'47.43"" N"	51,4	312,4	85,0	63.085	
838	839	2019-04-21 18:30:51.835	3448.0	"12°52'20.69"" E"	"41°33'49.68"" N"	52,0	312,4	87,6	63.181999999999995	
839	840	2019-04-21 18:30:55.835	3452.0	"12°52'17.85"" E"	"41°33'51.74"" N"	52,3	311,4	82,1	63.273	
840	841	2019-04-21 18:30:59.835	3456.0	"12°52'15.33"" E"	"41°33'53.76"" N"	52,4	312,5	76,9	63.358999999999995	
841	842	2019-04-21 18:31:03.835	3460.0	"12°52'12.47"" E"	"41°33'55.88"" N"	53,2	311,4	83,8	63.452	
842	843	2019-04-21 18:31:07.835	3464.0	"12°52'9.48"" E"	"41°33'58.09"" N"	53,9	311,4	87,4	63.549	
843	844	2019-04-21 18:31:11.835	3468.0	"12°52'6.33"" E"	"41°34'0.28"" N"	54,9	311,4	89,5	63.648999999999994	
844	845	2019-04-21 18:31:15.835	3472.0	"12°52'3.29"" E"	"41°34'2.58"" N"	55,9	311,4	89,8	63.748000000000005	
845	846	2019-04-21 18:31:19.835	3476.0	"12°52'0.39"" E"	"41°34'4.82"" N"	56,8	311,4	86,6	63.843999999999994	
846	847	2019-04-21 18:31:23.835	3480.0	"12°51'57.28"" E"	"41°34'7.20"" N"	57,9	311,4	92,6	63.946999999999996	
847	848	2019-04-21 18:31:27.835	3484.0	"12°51'54.35"" E"	"41°34'9.49"" N"	58,7	310,4	88,2	64.045	
848	849	2019-04-21 18:31:31.835	3488.0	"12°51'51.50"" E"	"41°34'11.75"" N"	59,5	311,4	86,3	64.141	
849	850	2019-04-21 18:31:35.835	3492.0	"12°51'49.17"" E"	"41°34'13.88"" N"	60,4	311,4	76,4	64.226	
850	851	2019-04-21 18:31:39.835	3496.0	"12°51'45.99"" E"	"41°34'16.29"" N"	61,2	311,4	94,1	64.331	
851	852	2019-04-21 18:31:43.835	3500.0	"12°51'43.39"" E"	"41°34'18.48"" N"	62,2	311,4	81,7	64.422	
852	853	2019-04-21 18:31:47.835	3504.0	"12°51'40.57"" E"	"41°34'20.70"" N"	63,2	311,4	84,9	64.516	
853	854	2019-04-21 18:31:51.835	3508.0	"12°51'37.85"" E"	"41°34'22.84"" N"	63,8	312,4	82,1	64.607	
854	855	2019-04-21 18:31:55.835	3512.0	"12°51'35.05"" E"	"41°34'24.92"" N"	63,7	312,4	82,0	64.69800000000001	
855	856	2019-04-21 18:31:59.835	3516.0	"12°51'32.08"" E"	"41°34'27.01"" N"	63,5	297,4	84,9	64.793	
856	857	2019-04-21 18:32:03.835	3520.0	"12°51'28.86"" E"	"41°34'28.50"" N"	63,7	295,3	78,5	64.88	
857	858	2019-04-21 18:32:07.835	3524.0	"12°51'25.34"" E"	"41°34'29.64"" N"	64,1	296,4	79,9	64.969	
858	859	2019-04-21 18:32:11.835	3528.0	"12°51'21.93"" E"	"41°34'30.92"" N"	64,2	295,3	79,3	65.057	
859	860	2019-04-21 18:32:15.835	3532.0	"12°51'18.56"" E"	"41°34'32.27"" N"	64,2	295,3	79,5	65.145	
860	861	2019-04-21 18:32:19.835	3536.0	"12°51'15.03"" E"	"41°34'33.60"" N"	64,3	295,3	82,1	65.236	
861	862	2019-04-21 18:32:23.835	3540.0	"12°51'11.59"" E"	"41°34'34.97"" N"	64,8	295,3	81,1	65.32600000000001	
862	863	2019-04-21 18:32:27.835	3544.0	"12°51'8.18"" E"	"41°34'36.35"" N"	65,2	295,3	80,6	65.416	
863	864	2019-04-21 18:32:31.835	3548.0	"12°51'4.92"" E"	"41°34'37.65"" N"	65,6	295,2	76,8	65.501	
864	865	2019-04-21 18:32:35.835	3552.0	"12°51'1.42"" E"	"41°34'38.89"" N"	65,4	288,0	80,6	65.59100000000001	
865	866	2019-04-21 18:32:39.835	3556.0	"12°50'57.80"" E"	"41°34'39.55"" N"	65,3	269,6	77,4	65.67699999999999	
866	867	2019-04-21 18:32:43.835	3560.0	"12°50'53.95"" E"	"41°34'38.95"" N"	65,8	261,2	81,8	65.768	
867	868	2019-04-21 18:32:47.835	3564.0	"12°50'50.15"" E"	"41°34'38.50"" N"	64,8	260,2	79,9	65.857	
868	869	2019-04-21 18:32:51.835	3568.0	"12°50'46.43"" E"	"41°34'38.06"" N"	63,5	259,2	78,3	65.944	
869	870	2019-04-21 18:32:55.835	3572.0	"12°50'42.84"" E"	"41°34'37.54"" N"	63,2	259,2	76,0	66.028	
870	871	2019-04-21 18:32:59.835	3576.0	"12°50'39.54"" E"	"41°34'37.10"" N"	63,4	264,3	69,9	66.10600000000001	
871	872	2019-04-21 18:33:03.835	3580.0	"12°50'36.31"" E"	"41°34'37.10"" N"	64,0	270,6	67,0	66.18	
872	873	2019-04-21 18:33:07.835	3584.0	"12°50'33.54"" E"	"41°34'37.20"" N"	64,1	271,6	57,7	66.244	
873	874	2019-04-21 18:33:11.835	3588.0	"12°50'31.42"" E"	"41°34'37.50"" N"	63,3	274,7	45,1	66.294	
874	875	2019-04-21 18:33:15.835	3592.0	"12°50'30.14"" E"	"41°34'37.69"" N"	63,8	275,7	27,0	66.324	
875	876	2019-04-21 18:33:19.835	3596.0	"12°50'29.99"" E"	"41°34'37.72"" N"	64,9	275,7	3,3	66.328	
876	877	2019-04-21 18:33:23.835	3600.0	"12°50'30.01"" E"	"41°34'37.71"" N"	65,1	275,7	0,5	66.329	
877	878	2019-04-21 18:33:27.835	3604.0	"12°50'29.87"" E"	"41°34'37.74"" N"	65,1	275,7	2,9	66.332	
878	879	2019-04-21 18:33:31.835	3608.0	"12°50'30.00"" E"	"41°34'37.72"" N"	65,2	275,7	2,7	66.335	
879	880	2019-04-21 18:33:35.835	3612.0	"12°50'30.42"" E"	"41°34'37.65"" N"	64,8	275,7	8,8	66.345	
880	881	2019-04-21 18:33:39.835	3616.0	"12°50'30.33"" E"	"41°34'37.66"" N"	64,7	275,7	1,8	66.347	
881	882	2019-04-21 18:33:43.835	3620.0	"12°50'30.35"" E"	"41°34'37.66"" N"	64,7	275,7	0,4	66.347	
882	883	2019-04-21 18:33:47.835	3624.0	"12°50'30.35"" E"	"41°34'37.66"" N"	64,7	275,7	0,0	66.347	
883	884	2019-04-21 18:33:51.835	3628.0	"12°50'30.35"" E"	"41°34'37.66"" N"	64,7	275,7	0,0	66.347	
884	885	2019-04-21 18:33:55.835	3632.0	"12°50'30.34"" E"	"41°34'37.66"" N"	64,7	275,7	0,0	66.347	
885	886	2019-04-21 18:33:59.835	3636.0	"12°50'30.44"" E"	"41°34'37.64"" N"	64,6	275,7	2,1	66.35	
886	887	2019-04-21 18:34:03.835	3640.0	"12°50'29.68"" E"	"41°34'37.77"" N"	64,9	277,9	16,2	66.368	
887	888	2019-04-21 18:34:07.835	3644.0	"12°50'28.02"" E"	"41°34'38.18"" N"	65,1	281,0	36,4	66.408	
888	889	2019-04-21 18:34:11.835	3648.0	"12°50'25.64"" E"	"41°34'38.60"" N"	65,8	271,4	50,7	66.464	
889	890	2019-04-21 18:34:15.835	3652.0	"12°50'22.58"" E"	"41°34'38.72"" N"	66,6	269,4	63,8	66.535	
890	891	2019-04-21 18:34:19.835	3656.0	"12°50'19.31"" E"	"41°34'38.51"" N"	67,1	271,5	68,3	66.611	
891	892	2019-04-21 18:34:23.835	3660.0	"12°50'16.13"" E"	"41°34'39.03"" N"	67,8	274,6	67,8	66.686	
892	893	2019-04-21 18:34:27.835	3664.0	"12°50'12.56"" E"	"41°34'39.35"" N"	69,4	272,5	74,6	66.76899999999999	
893	894	2019-04-21 18:34:31.835	3668.0	"12°50'9.04"" E"	"41°34'39.38"" N"	70,0	267,3	73,3	66.851	
894	895	2019-04-21 18:34:35.835	3672.0	"12°50'5.04"" E"	"41°34'39.16"" N"	67,5	262,2	83,4	66.943	
895	896	2019-04-21 18:34:39.835	3676.0	"12°50'1.13"" E"	"41°34'38.89"" N"	66,8	263,2	81,7	67.03399999999999	
896	897	2019-04-21 18:34:43.835	3680.0	"12°49'57.12"" E"	"41°34'38.92"" N"	69,1	271,8	83,4	67.127	
897	898	2019-04-21 18:34:47.835	3684.0	"12°49'53.19"" E"	"41°34'39.38"" N"	69,4	278,1	82,7	67.219	
898	899	2019-04-21 18:34:51.835	3688.0	"12°49'49.29"" E"	"41°34'40.14"" N"	69,6	283,3	83,8	67.312	
899	900	2019-04-21 18:34:55.835	3692.0	"12°49'45.38"" E"	"41°34'41.11"" N"	69,9	289,6	85,6	67.407	
900	901	2019-04-21 18:34:59.835	3696.0	"12°49'41.84"" E"	"41°34'42.37"" N"	70,1	294,9	81,4	67.497	
901	902	2019-04-21 18:35:03.835	3700.0	"12°49'38.47"" E"	"41°34'43.87"" N"	69,8	300,0	81,6	67.58800000000001	
902	903	2019-04-21 18:35:07.835	3704.0	"12°49'35.23"" E"	"41°34'45.64"" N"	70,0	303,3	83,5	67.681	
903	904	2019-04-21 18:35:11.835	3708.0	"12°49'32.11"" E"	"41°34'47.30"" N"	70,1	300,2	79,6	67.76899999999999	
904	905	2019-04-21 18:35:15.835	3712.0	"12°49'28.78"" E"	"41°34'48.90"" N"	70,2	295,0	82,3	67.861	
905	906	2019-04-21 18:35:19.835	3716.0	"12°49'25.25"" E"	"41°34'50.34"" N"	70,1	291,6	83,7	67.954	
906	907	2019-04-21 18:35:23.835	3720.0	"12°49'21.89"" E"	"41°34'51.50"" N"	68,7	289,4	76,8	68.039	
907	908	2019-04-21 18:35:27.835	3724.0	"12°49'18.34"" E"	"41°34'52.91"" N"	67,2	293,7	83,6	68.132	
908	909	2019-04-21 18:35:31.835	3728.0	"12°49'15.45"" E"	"41°34'54.25"" N"	66,7	301,3	70,7	68.211	
909	910	2019-04-21 18:35:35.835	3732.0	"12°49'13.40"" E"	"41°34'55.84"" N"	68,5	307,4	61,5	68.279	
910	911	2019-04-21 18:35:39.835	3736.0	"12°49'11.18"" E"	"41°34'57.53"" N"	70,0	313,7	66,0	68.352	
911	912	2019-04-21 18:35:43.835	3740.0	"12°49'8.94"" E"	"41°34'59.66"" N"	70,7	320,9	75,3	68.436	
912	913	2019-04-21 18:35:47.835	3744.0	"12°49'7.09"" E"	"41°35'1.89"" N"	71,3	326,3	72,8	68.517	
913	914	2019-04-21 18:35:51.835	3748.0	"12°49'5.61"" E"	"41°35'4.20"" N"	72,5	331,5	71,1	68.596	
914	915	2019-04-21 18:35:55.835	3752.0	"12°49'4.32"" E"	"41°35'6.59"" N"	74,4	334,7	71,7	68.676	
915	916	2019-04-21 18:35:59.835	3756.0	"12°49'2.78"" E"	"41°35'8.95"" N"	75,6	335,8	72,9	68.757	
916	917	2019-04-21 18:36:03.835	3760.0	"12°49'1.11"" E"	"41°35'12.54"" N"	72,2	335,8	105,7	68.874	
917	918	2019-04-21 18:36:07.835	3764.0	"12°49'0.41"" E"	"41°35'14.07"" N"	72,4	335,8	45,1	68.92399999999999	
918	919	2019-04-21 18:36:11.835	3768.0	"12°48'59.40"" E"	"41°35'16.61"" N"	75,9	338,8	73,7	69.006	
919	920	2019-04-21 18:36:15.835	3772.0	"12°48'58.73"" E"	"41°35'19.10"" N"	78,7	345,2	70,6	69.084	
920	921	2019-04-21 18:36:19.835	3776.0	"12°48'58.59"" E"	"41°35'21.69"" N"	74,3	354,4	72,0	69.164	
921	922	2019-04-21 18:36:23.835	3780.0	"12°48'59.00"" E"	"41°35'24.25"" N"	75,0	4,8	71,8	69.244	
922	923	2019-04-21 18:36:27.835	3784.0	"12°48'59.69"" E"	"41°35'26.66"" N"	76,7	11,0	68,4	69.32	
923	924	2019-04-21 18:36:31.835	3788.0	"12°49'0.76"" E"	"41°35'29.10"" N"	75,6	12,0	71,5	69.4	
924	925	2019-04-21 18:36:35.835	3792.0	"12°49'1.65"" E"	"41°35'31.58"" N"	76,1	10,0	71,3	69.479	
925	926	2019-04-21 18:36:39.835	3796.0	"12°49'2.38"" E"	"41°35'34.28"" N"	76,4	7,9	76,7	69.564	
926	927	2019-04-21 18:36:43.835	3800.0	"12°49'2.78"" E"	"41°35'37.03"" N"	79,2	2,8	76,8	69.649	
927	928	2019-04-21 18:36:47.835	3804.0	"12°49'2.92"" E"	"41°35'39.60"" N"	82,5	358,8	71,4	69.729	
928	929	2019-04-21 18:36:51.835	3808.0	"12°49'2.76"" E"	"41°35'42.31"" N"	84,5	357,8	75,5	69.813	
929	930	2019-04-21 18:36:55.835	3812.0	"12°49'2.80"" E"	"41°35'45.15"" N"	80,6	356,7	79,1	69.9	
930	931	2019-04-21 18:36:59.835	3816.0	"12°49'2.63"" E"	"41°35'47.78"" N"	82,2	352,5	73,0	69.982	
931	932	2019-04-21 18:37:03.835	3820.0	"12°49'2.11"" E"	"41°35'50.50"" N"	83,2	346,2	76,3	70.066	
932	933	2019-04-21 18:37:07.835	3824.0	"12°49'1.10"" E"	"41°35'53.08"" N"	84,2	338,9	74,8	70.149	
933	934	2019-04-21 18:37:11.835	3828.0	"12°48'59.72"" E"	"41°35'55.55"" N"	85,4	331,7	74,4	70.232	
934	935	2019-04-21 18:37:15.835	3832.0	"12°48'57.91"" E"	"41°35'57.91"" N"	88,1	326,5	75,6	70.316	
935	936	2019-04-21 18:37:19.835	3836.0	"12°48'56.05"" E"	"41°36'0.14"" N"	93,4	319,3	73,1	70.39699999999999	
936	937	2019-04-21 18:37:23.835	3840.0	"12°48'53.78"" E"	"41°36'2.17"" N"	98,1	315,2	73,6	70.479	
937	938	2019-04-21 18:37:27.835	3844.0	"12°48'51.36"" E"	"41°36'4.13"" N"	99,1	316,3	74,1	70.561	
938	939	2019-04-21 18:37:31.835	3848.0	"12°48'48.89"" E"	"41°36'6.11"" N"	97,4	316,3	75,3	70.645	
939	940	2019-04-21 18:37:35.835	3852.0	"12°48'46.29"" E"	"41°36'8.20"" N"	100,8	313,1	79,2	70.733	
940	941	2019-04-21 18:37:39.835	3856.0	"12°48'43.50"" E"	"41°36'10.27"" N"	101,3	313,1	81,9	70.824	
941	942	2019-04-21 18:37:43.835	3860.0	"12°48'41.11"" E"	"41°36'12.07"" N"	101,6	313,1	70,3	70.902	
942	943	2019-04-21 18:37:47.835	3864.0	"12°48'38.78"" E"	"41°36'13.77"" N"	100,1	313,1	67,8	70.97800000000001	
943	944	2019-04-21 18:37:51.835	3868.0	"12°48'36.49"" E"	"41°36'15.55"" N"	100,9	313,1	68,7	71.054	
944	945	2019-04-21 18:37:55.835	3872.0	"12°48'34.00"" E"	"41°36'17.71"" N"	91,5	317,2	79,3	71.142	
945	946	2019-04-21 18:37:59.835	3876.0	"12°48'31.36"" E"	"41°36'20.48"" N"	86,1	323,3	94,7	71.247	
946	947	2019-04-21 18:38:03.835	3880.0	"12°48'30.35"" E"	"41°36'21.75"" N"	76,1	329,6	41,0	71.293	
947	948	2019-04-21 18:38:07.835	3884.0	"12°48'28.79"" E"	"41°36'24.56"" N"	73,8	338,0	84,5	71.387	
948	949	2019-04-21 18:38:11.835	3888.0	"12°48'27.84"" E"	"41°36'27.10"" N"	92,4	342,2	73,4	71.468	
949	950	2019-04-21 18:38:15.835	3892.0	"12°48'27.20"" E"	"41°36'29.57"" N"	90,3	345,5	69,8	71.546	
950	951	2019-04-21 18:38:19.835	3896.0	"12°48'26.89"" E"	"41°36'31.78"" N"	91,2	353,2	61,9	71.61399999999999	
951	952	2019-04-21 18:38:23.835	3900.0	"12°48'26.80"" E"	"41°36'33.66"" N"	91,5	355,3	52,3	71.673	
952	953	2019-04-21 18:38:27.835	3904.0	"12°48'27.13"" E"	"41°36'35.52"" N"	91,8	13,2	52,0	71.73	
953	954	2019-04-21 18:38:31.835	3908.0	"12°48'28.41"" E"	"41°36'36.92"" N"	91,3	50,5	47,3	71.783	
954	955	2019-04-21 18:38:35.835	3912.0	"12°48'30.52"" E"	"41°36'37.55"" N"	91,2	64,8	47,2	71.835	
955	956	2019-04-21 18:38:39.835	3916.0	"12°48'31.91"" E"	"41°36'38.09"" N"	93,2	23,4	32,6	71.87100000000001	
956	957	2019-04-21 18:38:43.835	3920.0	"12°48'31.70"" E"	"41°36'38.31"" N"	94,7	315,0	7,4	71.88	
957	958	2019-04-21 18:38:47.835	3924.0	"12°48'30.18"" E"	"41°36'39.76"" N"	95,4	319,1	51,3	71.937	
958	959	2019-04-21 18:38:51.835	3928.0	"12°48'28.55"" E"	"41°36'41.41"" N"	94,7	320,1	57,0	72.0	
959	960	2019-04-21 18:38:55.835	3932.0	"12°48'26.41"" E"	"41°36'43.15"" N"	94,0	311,8	65,8	72.07300000000001	
960	961	2019-04-21 18:38:59.835	3936.0	"12°48'23.74"" E"	"41°36'45.07"" N"	94,5	310,8	76,9	72.15899999999999	
961	962	2019-04-21 18:39:03.835	3940.0	"12°48'21.08"" E"	"41°36'46.96"" N"	95,9	311,8	76,2	72.243	
962	963	2019-04-21 18:39:07.835	3944.0	"12°48'18.55"" E"	"41°36'48.87"" N"	96,5	312,8	74,9	72.32600000000001	
963	964	2019-04-21 18:39:11.835	3948.0	"12°48'16.63"" E"	"41°36'50.50"" N"	97,5	316,0	60,3	72.393	
964	965	2019-04-21 18:39:15.835	3952.0	"12°48'14.54"" E"	"41°36'52.28"" N"	97,7	316,0	65,8	72.46600000000001	
965	966	2019-04-21 18:39:19.835	3956.0	"12°48'12.41"" E"	"41°36'54.09"" N"	99,2	315,9	67,1	72.541	
966	967	2019-04-21 18:39:23.835	3960.0	"12°48'9.95"" E"	"41°36'56.17"" N"	102,1	314,9	77,2	72.627	
967	968	2019-04-21 18:39:27.835	3964.0	"12°48'7.76"" E"	"41°36'58.05"" N"	104,9	312,9	69,3	72.704	
968	969	2019-04-21 18:39:31.835	3968.0	"12°48'5.67"" E"	"41°36'59.84"" N"	106,6	311,9	66,1	72.777	
969	970	2019-04-21 18:39:35.835	3972.0	"12°48'3.60"" E"	"41°37'1.68"" N"	108,2	311,9	66,7	72.851	
970	971	2019-04-21 18:39:39.835	3976.0	"12°48'1.69"" E"	"41°37'3.48"" N"	109,6	316,1	63,9	72.922	
971	972	2019-04-21 18:39:43.835	3980.0	"12°48'0.06"" E"	"41°37'5.34"" N"	110,8	322,4	61,8	72.991	
972	973	2019-04-21 18:39:47.835	3984.0	"12°47'58.58"" E"	"41°37'7.51"" N"	112,7	326,5	67,7	73.066	
973	974	2019-04-21 18:39:51.835	3988.0	"12°47'57.12"" E"	"41°37'9.40"" N"	114,1	328,6	60,8	73.134	
974	975	2019-04-21 18:39:55.835	3992.0	"12°47'55.74"" E"	"41°37'11.69"" N"	116,3	330,6	69,6	73.211	
975	976	2019-04-21 18:39:59.835	3996.0	"12°47'54.21"" E"	"41°37'14.17"" N"	118,8	330,6	76,1	73.296	
976	977	2019-04-21 18:40:03.835	4000.0	"12°47'52.70"" E"	"41°37'16.48"" N"	120,9	330,6	71,5	73.375	
977	978	2019-04-21 18:40:07.835	4004.0	"12°47'51.55"" E"	"41°37'18.72"" N"	123,1	334,7	66,6	73.449	
978	979	2019-04-21 18:40:11.835	4008.0	"12°47'50.54"" E"	"41°37'21.12"" N"	124,1	337,8	70,1	73.527	
979	980	2019-04-21 18:40:15.835	4012.0	"12°47'49.55"" E"	"41°37'23.48"" N"	125,2	339,9	68,6	73.60300000000001	
980	981	2019-04-21 18:40:19.835	4016.0	"12°47'48.45"" E"	"41°37'26.08"" N"	127,8	339,8	75,8	73.687	
981	982	2019-04-21 18:40:23.835	4020.0	"12°47'47.31"" E"	"41°37'28.66"" N"	130,9	339,8	75,4	73.771	
982	983	2019-04-21 18:40:27.835	4024.0	"12°47'46.28"" E"	"41°37'31.10"" N"	132,2	339,9	71,3	73.85	
983	984	2019-04-21 18:40:31.835	4028.0	"12°47'45.47"" E"	"41°37'33.32"" N"	132,3	338,9	63,9	73.922	
984	985	2019-04-21 18:40:35.835	4032.0	"12°47'44.50"" E"	"41°37'35.95"" N"	135,0	339,0	75,9	74.006	
985	986	2019-04-21 18:40:39.835	4036.0	"12°47'43.61"" E"	"41°37'38.18"" N"	138,6	337,9	64,7	74.078	
986	987	2019-04-21 18:40:43.835	4040.0	"12°47'42.65"" E"	"41°37'40.21"" N"	139,5	339,0	59,7	74.14399999999999	
987	988	2019-04-21 18:40:47.835	4044.0	"12°47'41.82"" E"	"41°37'42.27"" N"	137,1	337,9	59,8	74.211	
988	989	2019-04-21 18:40:51.835	4048.0	"12°47'40.98"" E"	"41°37'44.36"" N"	137,2	339,0	60,8	74.278	
989	990	2019-04-21 18:40:55.835	4052.0	"12°47'40.29"" E"	"41°37'46.08"" N"	137,8	339,0	49,7	74.333	
990	991	2019-04-21 18:40:59.835	4056.0	"12°47'39.70"" E"	"41°37'48.07"" N"	139,0	339,0	56,8	74.396	
991	992	2019-04-21 18:41:03.835	4060.0	"12°47'39.19"" E"	"41°37'49.76"" N"	140,2	340,0	48,1	74.45	
992	993	2019-04-21 18:41:07.835	4064.0	"12°47'38.35"" E"	"41°37'51.65"" N"	141,3	341,0	55,4	74.51100000000001	
993	994	2019-04-21 18:41:11.835	4068.0	"12°47'37.82"" E"	"41°37'52.95"" N"	142,1	341,0	37,8	74.553	
994	995	2019-04-21 18:41:15.835	4072.0	"12°47'37.19"" E"	"41°37'54.36"" N"	143,1	341,0	41,4	74.59899999999999	
995	996	2019-04-21 18:41:19.835	4076.0	"12°47'36.22"" E"	"41°37'56.30"" N"	144,7	340,0	57,5	74.663	
996	997	2019-04-21 18:41:23.835	4080.0	"12°47'35.25"" E"	"41°37'58.31"" N"	145,9	337,9	59,4	74.729	
997	998	2019-04-21 18:41:27.835	4084.0	"12°47'34.09"" E"	"41°38'0.96"" N"	147,0	337,9	77,6	74.816	
998	999	2019-04-21 18:41:31.835	4088.0	"12°47'33.06"" E"	"41°38'3.36"" N"	147,7	337,9	69,9	74.893	
999	1000	2019-04-21 18:41:35.835	4092.0	"12°47'32.06"" E"	"41°38'5.69"" N"	145,9	337,9	68,0	74.969	
1000	1001	2019-04-21 18:41:39.835	4096.0	"12°47'30.99"" E"	"41°38'8.16"" N"	142,3	337,9	72,2	75.04899999999999	
