relative_time,AccX,AccY,AccZ
0,0.42586441040039064,6.1611877441406255,7.395071868896485
15,0.47750701904296877,6.182742919921876,7.152127075195313
74,0.3770658874511719,6.087391204833985,7.062313842773438
141,0.10867401123046876,6.129753112792969,7.959697723388672
207,0.233514404296875,6.230643310546875,7.868387603759766
274,0.32706985473632816,6.294710083007812,7.459587707519532
340,0.722098388671875,6.7017137145996095,6.80230453491211
408,0.7375163269042969,8.207582244873047,7.014114074707032
474,1.466949462890625,7.570507049560547,5.22353759765625
540,0.0293389892578125,4.691693572998047,5.3528686523437505
607,-1.269210662841797,8.505313110351564,8.94345199584961
674,-2.884651336669922,9.407936096191406,8.045619049072267
740,-2.5706044006347657,10.97592544555664,3.7646713256835938
807,4.668940887451172,8.613687744140625,2.103874969482422
874,10.137219543457032,7.804769897460938,-0.12918136596679688
940,3.3015344238281252,5.599256286621094,-3.165018310546875
1007,-0.6629713439941407,7.5523947143554695,-2.2074595642089845
1074,-0.19100280761718752,10.698851623535157,-0.1830693054199219
1140,-2.0062779235839843,12.624447326660157,2.692001953125
1207,-2.931354217529297,9.985584869384766,3.326981506347656
1274,-1.9859202575683594,10.667416992187501,4.837939453125
1340,0.21315673828125,8.705147552490235,4.006717987060547
1407,0.21210891723632813,7.479945373535156,1.3898597717285157
1474,-2.2062620544433593,10.506052551269532,0.9071136474609376
1540,3.360062713623047,7.7918966674804695,0.6849755859375001
1607,4.171375579833985,10.873987426757813,1.9387683105468752
1674,-0.7065307617187501,11.590846710205078,5.983656921386719
1740,2.4532484436035156,8.766968994140626,4.320016479492188
1807,-0.47331573486328127,8.678952026367188,1.9305354309082032
1874,0.7698490905761719,8.070766754150391,1.7753082275390626
1940,1.9067349243164065,8.523275756835938,2.7439439392089846
2007,-0.10702743530273438,7.914342041015625,1.7522561645507813
2074,0.9966275024414063,10.842103729248047,3.2754885864257814
2139,1.4311738586425782,10.351424102783204,1.1930191040039062
2207,1.2457095336914064,10.05713607788086,1.3933026123046877
2274,0.7396119689941406,10.008636932373047,1.3897100830078126
2339,0.4827461242675781,9.639504547119142,1.4720388793945314
2407,1.708696746826172,9.737700347900391,1.2994477844238281
2473,1.0253677368164062,9.462123413085939,1.3397140502929688
2539,0.880169677734375,9.914183349609376,1.4566209411621094
2607,1.8306930541992188,9.105115814208984,1.1776011657714844
2674,0.13367202758789062,9.907896423339844,1.5567626953125
2740,1.0620414733886718,9.59010726928711,1.36037109375
2807,-0.125738525390625,9.788295135498048,1.5611036682128907
2873,1.475481719970703,9.30794403076172,1.244362335205078
2940,-0.4149371337890625,9.877808990478517,1.6353492736816406
3006,1.9154168701171876,9.122030639648438,1.1497590637207031
3073,-0.46418472290039064,9.84397933959961,1.6241226196289062
3140,1.5393988037109376,9.7189892578125,1.2627740478515626
3206,-0.32602203369140625,9.951904907226563,1.6015196228027344
3273,0.6207591247558594,10.061776428222657,1.4301260375976563
3339,0.3453318786621094,9.81673599243164,1.4254856872558594
3406,-0.10762619018554688,9.951904907226563,1.5578105163574218
3473,0.9768685913085938,9.530082092285157,1.3308824157714845
3540,0.7238946533203126,9.94262420654297,1.3597723388671876
