relative_time,AccX,AccY,AccZ
0,0.6261479187011719,9.616751861572267,2.771935729980469
8,0.6261479187011719,9.616751861572267,2.771935729980469
71,0.23800506591796877,9.97136444091797,3.167413330078125
138,0.17109420776367187,9.795779571533204,3.122955780029297
204,0.38095779418945314,9.60492645263672,2.824775848388672
271,0.398770751953125,9.99097366333008,2.8589048767089844
338,0.13037887573242188,9.863588562011719,2.348316650390625
404,0.5565426635742188,9.647737426757812,2.625091094970703
471,0.3065625,9.995913391113282,2.781964874267578
538,0.19160156250000002,9.902208251953125,2.3035597229003906
604,0.5170248413085938,9.654174041748048,2.777923278808594
671,0.34099090576171875,9.918973388671876,2.9379405212402343
738,0.20058288574218752,9.536967773437501,2.299368438720703
804,0.47990203857421876,9.93214599609375,2.758014678955078
871,0.31644195556640625,9.97810043334961,2.822081451416016
938,0.2130070495605469,8.734785919189454,1.8112335205078125
1004,0.8524772644042969,9.350156250000001,2.3031106567382813
1071,0.021405487060546877,9.791887664794922,2.5836273193359376
1138,0.7312294006347657,9.141939239501953,2.4075933837890626
1204,0.2508782958984375,10.035880279541017,2.9395870971679687
1271,0.4140390014648438,8.897796936035157,2.132465515136719
1338,0.09505233764648438,10.248887329101564,3.2557296752929688
1404,0.4044589233398438,10.392289123535157,3.3533267211914066
1471,0.5153782653808594,8.484506378173828,2.0399578857421874
1538,0.5730084228515625,8.424780578613282,2.057172088623047
1604,0.38934036254882814,9.50388656616211,2.5402175903320314
1671,0.3251239013671875,10.261610870361329,2.4755520629882812
1738,0.3902384948730469,9.862540740966798,2.9466224670410157
1804,0.5607339477539063,9.462871856689453,2.492766265869141
1871,0.25761428833007816,8.80738494873047,2.932551727294922
1938,0.5553451538085937,9.787696380615236,3.5760635375976566
2004,0.5860313415527344,8.622968444824219,3.5884877014160157
2071,-0.09894424438476564,8.290809173583984,3.7544924926757814
2138,0.6345304870605469,7.918982391357423,4.197870483398438
2204,0.49531997680664064,10.377320251464845,4.4827281188964845
2271,0.20133132934570314,9.379495239257812,4.088897094726563
2338,0.5453160095214844,8.762478332519532,3.8049375915527346
2404,0.05792953491210938,9.649384002685547,3.90627685546875
2471,0.24339385986328127,8.582851867675782,3.086880798339844
2538,0.32721954345703125,10.342293090820313,2.6303302001953126
2604,0.3882925415039063,9.336384887695313,2.2661375427246093
2671,0.4340972900390625,9.918823699951172,2.5800347900390626
2738,0.7934999084472657,9.460925903320312,2.0627105712890628
2804,0.35595977783203125,9.272318115234375,2.365381164550781
2871,0.5980064392089844,9.500892791748047,2.2516177368164065
2938,0.4977149963378906,10.35561538696289,2.706072692871094
3004,0.5352868652343751,9.369615783691406,1.7205221557617187
3071,0.17962646484375,9.642049255371095,1.8925144958496094
3138,0.17678237915039063,10.563832397460938,2.615061950683594
3204,0.32811767578125,10.166857910156251,2.6375152587890627
3271,0.48529083251953126,9.574988708496095,2.1044737243652345
3338,0.5198689270019532,9.15181869506836,1.7321978759765626
3404,0.7960446166992188,9.57768310546875,1.7089961242675782
3471,-0.21106109619140626,10.17928207397461,1.9005976867675782
3538,-0.1454974365234375,9.801617431640626,1.4706916809082031
3604,-0.04296066284179688,10.297835540771485,1.090781707763672
3671,0.16540603637695314,9.996512145996094,1.244062957763672
3738,0.5739065551757813,10.610385589599609,1.600920867919922
3804,-0.0016465759277343752,9.420360260009765,0.7020401000976563
3871,0.7646099853515625,10.118508453369142,1.2376263427734375
3938,-0.22378463745117189,10.50021469116211,1.3980926513671876
4004,0.62031005859375,9.13699951171875,1.1286529541015626
4071,-0.19624191284179687,9.38653060913086,1.8613792419433595
4138,0.7566764831542969,9.541608123779298,2.654879150390625
4204,-0.2650987243652344,10.534792785644532,3.4670901489257813
4271,0.09145980834960937,9.738448791503906,2.861599273681641
4338,0.20103195190429687,9.803862762451173,2.887046356201172
4404,0.14100677490234376,8.76337646484375,1.8247055053710939
4471,0.12528945922851564,10.121651916503907,2.073787536621094
4538,-0.48214736938476566,9.083261260986328,1.5362553405761719
4603,0.6463558959960938,10.282118225097657,2.9678782653808593
4671,-0.2281256103515625,10.15099090576172,2.7934909057617188
4738,0.4034111022949219,10.072853393554688,2.830613708496094
4804,-0.2734812927246094,8.99180145263672,1.3482463073730468
4871,0.4090992736816406,9.490564270019531,1.670226745605469
4941,-0.4213737487792969,11.92001220703125,3.210373992919922
5004,0.03278182983398438,7.901319122314454,0.5078938293457032
5071,-0.4812492370605469,7.898624725341797,1.0919792175292968
5138,-0.5516029357910156,8.027506713867188,2.5471032714843753
5204,-0.4692741394042969,12.227772216796875,2.698737945556641
5271,-0.5219645690917969,11.252550201416016,2.4043002319335938
5338,-0.3703298950195313,8.55066879272461,0.6069877624511719
5404,-0.4912783813476563,9.455537109375001,0.9713301086425782
5471,-0.4002676391601563,9.611063690185548,0.7461982727050782
5538,-0.7126679992675782,10.52176986694336,1.4819183349609375
5604,-0.5733078002929688,10.550210723876953,1.631906433105469
5671,-0.9623487854003907,10.041119384765626,1.014290771484375
5738,-0.5117857360839844,9.348359985351562,0.3311114501953125
5804,-0.6891668701171876,11.386671295166016,0.12663665771484375
5871,-1.5676899719238282,11.321407012939453,1.7115408325195314
5938,-1.0593470764160158,9.548344116210938,0.43125320434570313
6004,-1.3156141662597658,10.910810852050782,0.25192611694335937
6071,-0.5921685791015625,10.791508941650392,1.3055850219726564
6138,-0.8252339172363282,9.287736053466798,0.46538223266601564
6204,0.20193008422851563,8.789571990966797,1.1639794921875
6271,-0.008831634521484376,10.185269622802736,1.1749067687988282
6338,0.27303222656250004,9.143436126708984,0.5980064392089844
6404,-0.3303630065917969,10.460098114013672,1.080004119873047
6471,0.46253814697265627,10.882220306396485,-0.3974235534667969
6538,0.6427633666992187,9.790390777587891,0.9898915100097657
6604,0.0688568115234375,11.72017776489258,1.9357745361328127
6671,0.178428955078125,10.399474182128907,1.0439291381835938
6738,0.2173480224609375,9.39371566772461,1.0852432250976562
6804,1.6109500122070313,9.05272476196289,0.9225315856933595
6871,1.1639794921875,8.999884643554688,1.1575428771972658
6938,2.057172088623047,9.917476501464844,0.566422119140625
7004,1.5831079101562502,10.350675659179688,0.5014572143554688
7071,1.3850697326660157,11.909683685302735,1.1133847045898437
7138,1.4117143249511719,12.059222717285158,-0.7685018920898438
7204,1.3121713256835938,10.971285095214844,0.69216064453125
7271,1.61663818359375,9.82392105102539,0.6077362060546875
7338,1.167422332763672,10.271041259765626,0.9551637268066406
7404,1.5241305541992187,10.738668823242188,1.1874806213378908
7471,1.406924285888672,9.646240539550782,0.3541635131835938
7538,1.6661851501464844,10.41878402709961,-0.5261558532714844
7604,0.7934999084472657,10.207872619628906,-0.7032376098632813
7670,1.3618679809570313,11.097622375488282,0.14115646362304687
7738,0.2568658447265625,10.64241897583008,0.17184265136718752
7804,0.5607339477539063,9.969717864990235,-0.45415557861328126
7871,0.8574169921875,11.465257873535156,0.47496231079101564
7938,2.259401550292969,11.426338806152344,0.8458909606933595
8004,2.4527993774414063,10.890902252197266,0.5755531311035157
8071,2.7463389587402345,11.879296875000001,1.19990478515625
8138,2.2194346618652343,9.521250457763673,1.0484197998046876
8204,2.19623291015625,11.69053939819336,2.084714813232422
8271,1.736239471435547,8.533005523681641,1.229692840576172
8338,1.3497431945800782,10.439141693115236,1.563648376464844
8404,1.047970733642578,10.277178497314454,1.2927117919921876
8471,1.0422825622558594,9.232051849365234,1.0271640014648438
8538,1.4419514465332033,9.540111236572265,0.9982740783691407
8604,1.4974859619140626,10.641670532226563,0.9289682006835938
8671,0.9934840393066406,9.728419647216798,1.6420852661132814
8738,1.155596923828125,9.405840454101563,1.9354751586914063
8804,0.9351054382324219,8.990753631591797,1.938618621826172
8871,1.2232562255859376,9.689350891113282,2.199675750732422
8938,1.1632310485839845,9.316925354003907,1.9802320861816407
9004,0.809366912841797,9.451944580078125,2.5201593017578126
9071,0.9098080444335938,9.391919403076173,3.2777339172363282
9138,0.9057664489746095,9.63321762084961,2.791095886230469
9204,1.0732681274414062,10.65349594116211,3.1196626281738284
9271,1.5461347961425782,8.266409912109376,3.383114776611328
9338,1.3904585266113283,10.763367462158204,3.4226325988769535
9404,0.9846524047851563,9.886041870117188,2.711311798095703
9471,0.9725276184082031,8.588689727783203,2.6720933532714843
9538,0.7177574157714844,8.596772918701172,2.3537054443359375
9604,0.999770965576172,8.300988006591798,1.6554075622558595
9671,0.8861572265625001,10.733429718017579,2.1245320129394534
9738,0.5001100158691406,11.957733764648438,1.1220666503906251
9804,0.1898052978515625,8.192313995361328,1.6054115295410156
9871,0.3703298950195313,9.201665039062501,1.584155731201172
9941,0.21899459838867188,9.341174926757812,1.2205618286132813
10004,0.0640667724609375,9.54609878540039,1.3046868896484376
10071,0.32721954345703125,9.848919067382813,0.6899153137207031
10138,0.3694317626953125,10.445877685546876,0.1734892272949219
10204,0.494571533203125,10.988050231933594,0.8631051635742188
10271,-0.08382568359375,8.741671600341798,-0.47451324462890626
10338,0.6834786987304687,11.376492462158204,0.8062234497070313
10404,0.8113128662109376,10.590476989746094,0.9960287475585938
10471,0.23785537719726563,9.967771911621094,0.779429168701172
10538,-0.0034428405761718754,8.739725646972657,-0.19070343017578126
10603,0.20642074584960937,9.323212280273438,-0.3043171691894531
10671,0.5075944519042969,10.143057403564454,0.2989283752441406
10738,0.49172744750976566,9.643396453857422,0.4260140991210938
10804,0.23680755615234375,9.747130737304689,0.5195695495605469
10871,0.09205856323242188,8.45531707763672,-0.056133270263671875
10938,-0.08517288208007813,9.674082641601563,0.44607238769531254
11004,0.26958938598632814,10.107281799316407,0.6471043395996094
11071,0.31329849243164065,10.03228775024414,0.5189707946777344
11138,-0.06152206420898438,9.280550994873048,-0.03936813354492188
11204,0.04146377563476563,9.608818359375,1.3461506652832032
11271,0.47900390625,11.220965881347658,1.1702664184570313
11338,0.6650669860839844,10.585986328125001,1.1810440063476564
11404,0.6008505249023438,11.47783172607422,1.6666342163085939
11471,0.2540217590332031,7.459587707519532,0.290994873046875
11538,0.27198440551757813,7.0187544250488285,0.13217514038085937
11604,0.15238311767578125,9.565408630371094,0.7726931762695313
11671,0.305364990234375,8.360115051269531,0.2962339782714844
11738,0.5587879943847657,8.688382415771486,0.3887416076660156
11804,0.5192701721191406,11.946507110595704,1.9016455078125
11871,0.4064048767089844,10.610385589599609,1.319356384277344
11938,0.8428971862792969,10.389145660400391,1.3816268920898438
12004,0.15432907104492188,9.308692474365236,0.8623567199707032
12071,0.47990203857421876,10.153685302734376,0.10493179321289063
12138,-0.23396347045898438,10.16251693725586,0.415535888671875
12204,0.8644523620605469,8.700507202148438,-0.000149688720703125
12271,-0.02784210205078125,9.322164459228516,0.5307962036132813
12338,-0.29069549560546876,9.866282958984376,1.826202392578125
12403,0.8551716613769532,9.588610382080079,1.807042236328125
12471,-0.113763427734375,9.575437774658203,1.4959890747070312
12538,0.5182223510742188,10.187514953613281,1.253792724609375
12603,0.19549346923828126,10.079290008544922,0.621357879638672
12671,0.5087919616699219,9.74817855834961,0.8440946960449219
12738,0.45655059814453125,10.029144287109375,1.3958473205566406
12804,0.5066963195800781,9.842183074951173,1.1768527221679688
12871,0.32168106079101566,10.991343383789063,1.1323951721191408
12938,0.3553610229492188,10.034084014892578,0.6734495544433594
13004,0.3909869384765625,8.702602844238282,0.9030720520019532
13071,0.4981640625,8.749904479980469,1.1409274291992189
13138,0.5421725463867187,9.190288696289063,1.5293696594238282
13204,0.48379394531250003,9.595346374511719,1.2160711669921875
13270,1.0237211608886718,9.082063751220703,0.4770579528808594
13338,0.9024732971191407,9.588161315917969,1.6290623474121095
13404,0.5716612243652344,9.829309844970703,1.9423608398437502
13471,0.42346939086914065,9.831854553222657,2.216440887451172
13537,0.5897735595703125,9.669741668701173,2.0996836853027343
13603,0.7322772216796876,10.009834442138672,0.7369175720214844
13671,0.12888198852539062,11.23114471435547,1.2870236206054688
13738,0.5414241027832032,11.023077392578125,0.7824229431152344
13804,0.6276448059082032,10.327623596191406,1.2220587158203127
13871,0.41463775634765626,10.280920715332032,2.812800750732422
13937,0.6634204101562501,8.78298568725586,2.2106030273437502
14004,0.7789801025390626,8.577762451171875,2.0005897521972655
14070,0.6655160522460938,9.893526306152344,1.7546511840820314
14138,1.2650193786621093,9.48517547607422,1.4379098510742188
14204,0.5786965942382812,9.462123413085939,1.1813433837890626
14271,0.5454656982421875,9.170529785156251,1.8556910705566407
14338,0.7283853149414062,9.966873779296876,1.967508544921875
14404,0.6005511474609375,9.721983032226563,2.801723785400391
14471,-0.15612533569335937,10.242600402832032,3.7125796508789066
14538,1.1165281677246095,9.420659637451172,3.8074822998046876
14603,0.6117778015136719,9.644893341064453,3.373983764648438
14671,0.8294252014160156,10.135722656250001,3.1868728637695316
14738,0.4950205993652344,8.687933349609375,2.183209991455078
14804,0.6231541442871094,9.132508850097656,3.662882995605469
14871,0.3387455749511719,7.762258300781251,0.9056167602539062
14941,0.43379791259765627,10.064171447753907,2.4147784423828127
15004,1.730251922607422,10.098899230957032,2.83809814453125
15071,-0.046253814697265624,11.461365966796876,3.7949084472656254
15137,0.29728179931640625,9.874216461181641,2.1550685119628907
15204,0.9105564880371094,9.521699523925781,2.8337571716308596
15271,0.39008880615234376,8.46923812866211,3.2850686645507814
15337,0.22438339233398438,9.232201538085938,2.259401550292969
15404,0.8903485107421876,10.692115631103515,2.1679417419433595
15471,0.6417155456542969,13.268707580566407,4.036506042480469
15537,0.8765771484375,8.157137145996094,2.0553758239746096
15604,0.6376739501953125,15.032789154052734,3.8417610168457035
15671,1.6371455383300781,11.909683685302735,2.5700056457519533
15737,0.8544232177734375,11.961475982666016,4.54859115600586
15804,0.9723779296875,10.46279251098633,2.4002586364746095
15871,0.15702346801757813,11.222911834716797,3.244952087402344
15938,0.24548950195312502,12.709769897460939,2.3867866516113283
16004,-0.06810836791992188,10.133177947998048,0.4037104797363281
16071,0.5261558532714844,8.747210083007813,0.5553451538085937
16137,0.5469625854492188,9.13415542602539,1.5127542114257813
16204,0.6782395935058594,8.778045959472657,0.9422904968261719
16270,0.7515870666503907,11.193722534179688,1.3774356079101564
16337,0.2571652221679688,10.17643798828125,0.83107177734375
16404,0.11825408935546876,11.279943237304687,0.9156459045410157
16471,0.542322235107422,8.484207000732422,1.0816506958007812
16537,-0.03592529296875,8.249495086669922,2.136357421875
16604,0.6905140686035156,8.700956268310547,1.5820600891113281
16671,0.6393205261230469,10.148595886230469,2.1022283935546877
16737,1.2934602355957032,10.815459136962891,2.4721092224121093
16803,0.9047186279296875,10.765762481689453,2.1145028686523437
16871,0.21405487060546877,10.529104614257813,2.0748353576660157
16937,0.6614744567871094,8.525670776367187,1.5871495056152345
17004,0.027393035888671875,9.529633026123047,2.2544618225097657
17071,0.650247802734375,8.537196807861328,1.866618347167969
17137,0.9370513916015626,12.543316040039063,3.1690599060058595
17204,0.04999603271484375,11.36197265625,2.7390042114257813
17271,0.3983216857910156,11.552227020263672,2.442919921875
17337,1.1979588317871095,8.398884429931641,0.13980926513671876
17404,0.7490423583984376,9.006770324707032,1.1084449768066407
17471,0.36314483642578127,7.486381988525391,1.0602452087402345
17537,0.05059478759765625,6.966962127685547,0.5881269836425782
17603,0.4099974060058594,8.104147338867188,1.2160711669921875
17670,0.4559518432617188,8.504115600585937,1.8540444946289063
17737,0.9732760620117188,7.834408264160157,2.4071443176269534
17804,0.9668394470214844,9.84592529296875,2.4864793395996094
17871,0.6451583862304687,7.971373443603516,1.2469070434570313
17937,1.0023156738281251,8.850345611572266,1.2734019470214843
18003,0.47975234985351567,9.619595947265626,1.0819500732421876
18071,0.4412823486328125,8.179740142822267,2.831062774658203
18137,0.30072463989257814,7.748037872314454,1.7250128173828125
18204,0.1095721435546875,8.689130859375,2.2944287109375003
18271,0.13741424560546875,6.331084442138672,0.3882925415039063
18338,-0.034727783203125,7.730374603271485,0.8225395202636719
18404,0.26180557250976566,7.649542694091798,1.6697776794433594
18471,0.30895751953125,7.914791107177734,2.5631199645996094
18537,0.6903643798828125,11.74891799926758,3.587140502929688
18604,0.9490264892578125,12.90197021484375,1.7844392395019533
18671,0.7191046142578126,11.021580505371094,1.4997312927246094
