Registro GPS
Articolo	Data	Elapse (s)	Longitudine	Latitudine	Altitudine (m)	Corso	Velocità (km/h)	Distanza totale (km)	
52	2019-04-20 23:26:44.366	204,0	12,577136	41,849462	63,1	232,0	63,5	1,951
53	2019-04-20 23:26:48.366	208,0	12,576563	41,849155	62,4	231,0	52,6	2,009
54	2019-04-20 23:26:52.366	212,0	12,576138	41,848923	61,5	228,0	39,3	2,053
55	2019-04-20 23:26:56.366	216,0	12,575698	41,848731	59,8	221,7	38,0	2,095
56	2019-04-20 23:27:00.366	220,0	12,575414	41,848516	58,7	169,5	30,2	2,129
57	2019-04-20 23:27:04.366	224,0	12,575869	41,848257	58,5	129,0	42,6	2,176
58	2019-04-20 23:27:08.366	228,0	12,576413	41,847915	58,5	127,9	53,1	2,235
59	2019-04-20 23:27:12.366	232,0	12,577049	41,847490	59,7	126,9	63,7	2,306
60	2019-04-20 23:27:16.366	236,0	12,577725	41,847040	61,2	128,0	67,6	2,381
61	2019-04-20 23:27:20.366	240,0	12,578450	41,846554	61,6	129,0	72,7	2,462
62	2019-04-20 23:27:24.366	244,0	12,579223	41,846022	62,2	129,0	78,4	2,549
63	2019-04-20 23:27:28.366	248,0	12,580024	41,845490	62,7	129,0	80,1	2,638
64	2019-04-20 23:27:32.366	252,0	12,580863	41,844927	63,4	129,0	84,2	2,732
65	2019-04-20 23:27:36.366	256,0	12,581724	41,844360	64,4	129,0	85,6	2,827
66	2019-04-20 23:27:40.366	260,0	12,582578	41,843844	65,7	128,0	82,0	2,918
67	2019-04-20 23:27:44.366	264,0	12,583350	41,843339	66,3	127,0	76,5	3,003
68	2019-04-20 23:27:48.366	268,0	12,584142	41,842853	62,8	127,0	76,6	3,088
69	2019-04-20 23:27:52.366	272,0	12,584955	41,842278	60,6	130,1	83,6	3,181
70	2019-04-20 23:27:56.366	276,0	12,585735	41,841697	61,3	131,1	82,2	3,272
71	2019-04-20 23:28:00.366	280,0	12,586542	41,841105	60,7	132,1	84,5	3,366
72	2019-04-20 23:28:04.366	284,0	12,587310	41,840491	57,0	132,1	84,0	3,459
73	2019-04-20 23:28:08.366	288,0	12,588076	41,839905	54,6	131,1	81,9	3,550
74	2019-04-20 23:28:12.366	292,0	12,588880	41,839324	53,9	131,1	83,4	3,643
75	2019-04-20 23:28:16.366	296,0	12,589512	41,838749	70,4	137,2	74,4	3,726
76	2019-04-20 23:28:20.366	300,0	12,590172	41,838028	73,1	143,4	87,3	3,823
77	2019-04-20 23:28:24.366	304,0	12,590772	41,837428	65,4	139,9	74,9	3,906
78	2019-04-20 23:28:28.366	308,0	12,591339	41,836819	61,0	139,9	74,3	3,988
79	2019-04-20 23:28:32.366	312,0	12,591962	41,836154	75,5	138,9	81,1	4,078
80	2019-04-20 23:28:36.366	316,0	12,592587	41,835541	76,7	138,9	77,1	4,164
81	2019-04-20 23:28:40.366	320,0	12,593219	41,834906	77,4	138,9	79,1	4,252
82	2019-04-20 23:28:44.366	324,0	12,593895	41,834257	78,2	140,9	82,2	4,343
83	2019-04-20 23:28:48.366	328,0	12,594466	41,833658	79,9	141,9	73,5	4,425
84	2019-04-20 23:28:52.366	332,0	12,594969	41,833123	81,0	136,7	65,4	4,498
85	2019-04-20 23:28:56.366	336,0	12,595669	41,832657	81,9	138,8	70,0	4,575
86	2019-04-20 23:29:00.366	340,0	12,596171	41,832063	72,8	149,4	70,2	4,653
87	2019-04-20 23:29:04.366	344,0	12,596562	41,831401	66,8	141,9	72,5	4,734
88	2019-04-20 23:29:08.366	348,0	12,597062	41,830848	84,5	141,9	66,7	4,808
89	2019-04-20 23:29:12.366	352,0	12,597473	41,830285	86,0	151,2	64,1	4,879
90	2019-04-20 23:29:16.366	356,0	12,597874	41,829710	86,4	140,8	64,8	4,951
91	2019-04-20 23:29:20.366	360,0	12,598554	41,829196	86,5	129,0	72,3	5,032
92	2019-04-20 23:29:24.366	364,0	12,599270	41,828676	87,7	132,1	74,5	5,115
93	2019-04-20 23:29:28.366	368,0	12,600016	41,828135	88,4	133,1	77,6	5,201
94	2019-04-20 23:29:32.366	372,0	12,600649	41,827561	89,3	140,3	74,3	5,283
95	2019-04-20 23:29:36.366	376,0	12,601256	41,826882	90,6	142,4	81,7	5,374
96	2019-04-20 23:29:40.366	380,0	12,601896	41,826257	90,2	138,2	78,7	5,461
97	2019-04-20 23:29:44.366	384,0	12,602595	41,825679	91,0	134,1	77,9	5,548
98	2019-04-20 23:29:48.366	388,0	12,603373	41,825131	92,7	125,8	79,8	5,637
99	2019-04-20 23:29:52.366	392,0	12,604260	41,824668	94,0	122,8	80,8	5,726
100	2019-04-20 23:29:56.366	396,0	12,605087	41,824211	94,7	131,0	76,8	5,812
101	2019-04-20 23:30:00.366	400,0	12,605745	41,823599	94,9	141,5	78,4	5,899
102	2019-04-20 23:30:04.366	404,0	12,606360	41,822958	94,9	136,4	78,9	5,987
103	2019-04-20 23:30:08.366	408,0	12,607041	41,822380	96,4	133,3	77,0	6,072
104	2019-04-20 23:30:12.366	412,0	12,607830	41,821844	97,0	129,2	79,6	6,161
105	2019-04-20 23:30:16.366	416,0	12,608639	41,821373	97,1	125,2	76,6	6,246
106	2019-04-20 23:30:20.366	420,0	12,609469	41,820967	98,4	118,0	74,0	6,328
107	2019-04-20 23:30:24.366	424,0	12,610249	41,820606	99,3	124,1	68,5	6,404
108	2019-04-20 23:30:28.366	428,0	12,610746	41,820314	101,0	125,1	47,2	6,456
109	2019-04-20 23:30:32.366	432,0	12,610991	41,820143	101,4	125,1	25,1	6,484
110	2019-04-20 23:30:36.366	436,0	12,611018	41,820119	101,4	125,1	3,1	6,488
111	2019-04-20 23:30:40.366	440,0	12,610993	41,820136	101,5	125,1	2,5	6,490
112	2019-04-20 23:30:44.366	444,0	12,611015	41,820148	101,5	125,1	2,1	6,493
113	2019-04-20 23:30:48.366	448,0	12,610991	41,820127	101,5	125,1	2,7	6,496
114	2019-04-20 23:30:52.366	452,0	12,611156	41,820035	101,5	126,1	15,4	6,513
115	2019-04-20 23:30:56.366	456,0	12,611483	41,819873	101,5	126,1	29,3	6,545
116	2019-04-20 23:31:00.366	460,0	12,612065	41,819543	101,5	126,1	54,5	6,606
117	2019-04-20 23:31:04.366	464,0	12,612686	41,819201	103,1	125,1	57,7	6,670
118	2019-04-20 23:31:08.366	468,0	12,613259	41,818855	104,5	125,1	54,9	6,731
119	2019-04-20 23:31:12.366	472,0	12,613959	41,818369	106,9	128,2	71,4	6,810
120	2019-04-20 23:31:16.366	476,0	12,614704	41,817845	109,2	130,2	76,4	6,895
121	2019-04-20 23:31:20.366	480,0	12,615426	41,817314	111,0	130,2	75,7	6,979
122	2019-04-20 23:31:24.366	484,0	12,616159	41,816811	112,2	129,2	74,3	7,062
123	2019-04-20 23:31:28.366	488,0	12,616824	41,816388	114,0	128,2	65,2	7,134
124	2019-04-20 23:31:32.366	492,0	12,617368	41,815992	114,5	128,2	56,8	7,197
125	2019-04-20 23:31:36.366	496,0	12,617804	41,815764	114,6	127,2	39,7	7,241
126	2019-04-20 23:31:40.366	500,0	12,618041	41,815589	116,0	127,2	24,9	7,269
127	2019-04-20 23:31:44.366	504,0	12,618107	41,815531	116,6	126,2	7,6	7,278
128	2019-04-20 23:31:48.366	508,0	12,618101	41,815508	116,7	126,2	2,4	7,280
129	2019-04-20 23:31:52.366	512,0	12,618112	41,815514	116,8	126,2	1,1	7,281
130	2019-04-20 23:31:56.366	516,0	12,618137	41,815551	116,8	126,2	4,2	7,286
131	2019-04-20 23:32:00.366	520,0	12,618111	41,815515	116,8	126,2	4,2	7,291
132	2019-04-20 23:32:04.366	524,0	12,618109	41,815516	116,8	126,2	0,2	7,291
133	2019-04-20 23:32:08.366	528,0	12,618109	41,815516	116,8	126,2	0,0	7,291
134	2019-04-20 23:32:12.366	532,0	12,618109	41,815516	116,8	126,2	0,0	7,291
135	2019-04-20 23:32:16.366	536,0	12,618108	41,815516	116,8	126,2	0,1	7,291
136	2019-04-20 23:32:20.366	540,0	12,618108	41,815516	116,8	126,2	0,0	7,291
137	2019-04-20 23:32:24.366	544,0	12,618109	41,815516	116,8	126,2	0,1	7,291
138	2019-04-20 23:32:28.366	548,0	12,618109	41,815516	116,8	126,2	0,0	7,291
139	2019-04-20 23:32:32.366	552,0	12,618157	41,815485	116,8	127,2	4,7	7,296
140	2019-04-20 23:32:36.366	556,0	12,618436	41,815353	116,8	127,2	24,7	7,324
141	2019-04-20 23:32:40.366	560,0	12,618884	41,815091	116,8	126,2	42,5	7,371
142	2019-04-20 23:32:44.366	564,0	12,619310	41,814820	116,8	125,2	41,8	7,417
143	2019-04-20 23:32:48.366	568,0	12,619842	41,814486	117,3	129,3	51,9	7,475
144	2019-04-20 23:32:52.366	572,0	12,620433	41,814029	117,1	134,4	63,5	7,546
145	2019-04-20 23:32:56.366	576,0	12,621076	41,813415	116,3	135,4	77,9	7,632
146	2019-04-20 23:33:00.366	580,0	12,621795	41,812810	114,9	130,2	80,9	7,722
147	2019-04-20 23:33:04.366	584,0	12,622583	41,812352	114,6	127,1	74,6	7,805
148	2019-04-20 23:33:08.366	588,0	12,623378	41,811926	116,6	126,1	73,0	7,886
149	2019-04-20 23:33:12.366	592,0	12,624165	41,811459	120,1	125,1	75,0	7,969
150	2019-04-20 23:33:16.366	596,0	12,624926	41,811058	125,0	125,1	69,5	8,047
151	2019-04-20 23:33:20.366	600,0	12,625613	41,810639	129,0	128,1	66,2	8,120
152	2019-04-20 23:33:24.366	604,0	12,626122	41,810229	131,5	135,4	55,9	8,182
153	2019-04-20 23:33:28.366	608,0	12,626505	41,809877	133,8	138,4	45,3	8,233
154	2019-04-20 23:33:32.366	612,0	12,627083	41,809213	136,4	136,3	79,2	8,321
155	2019-04-20 23:33:36.366	616,0	12,627756	41,808674	138,7	133,2	73,7	8,403
156	2019-04-20 23:33:40.366	620,0	12,628566	41,808155	140,4	128,0	79,6	8,491
157	2019-04-20 23:33:44.366	624,0	12,629335	41,807745	143,5	121,9	70,6	8,570
158	2019-04-20 23:33:48.366	628,0	12,630022	41,807384	146,0	119,9	62,6	8,639
159	2019-04-20 23:33:52.366	632,0	12,630927	41,806977	148,8	118,9	78,9	8,727
160	2019-04-20 23:33:56.366	636,0	12,631796	41,806580	154,9	118,9	76,0	8,811
161	2019-04-20 23:34:00.366	640,0	12,632758	41,806124	156,9	118,9	85,1	8,906
162	2019-04-20 23:34:04.366	644,0	12,633594	41,805673	162,8	126,2	76,9	8,991
163	2019-04-20 23:34:08.366	648,0	12,634323	41,805102	166,1	130,2	78,9	9,079
164	2019-04-20 23:34:12.366	652,0	12,635076	41,804537	167,4	132,3	79,7	9,167
165	2019-04-20 23:34:16.366	656,0	12,635836	41,804071	170,9	126,2	73,4	9,249
166	2019-04-20 23:34:20.366	660,0	12,636482	41,803716	173,6	115,7	59,9	9,316
167	2019-04-20 23:34:24.366	664,0	12,637401	41,803358	176,8	114,5	77,3	9,402
168	2019-04-20 23:34:28.366	668,0	12,638144	41,803053	180,7	122,8	63,2	9,472
169	2019-04-20 23:34:32.366	672,0	12,638715	41,802715	184,5	122,8	54,4	9,532
170	2019-04-20 23:34:36.366	676,0	12,639400	41,802321	188,9	122,8	64,5	9,604
171	2019-04-20 23:34:40.366	680,0	12,640211	41,801884	194,0	122,8	74,7	9,687
172	2019-04-20 23:34:44.366	684,0	12,640872	41,801546	198,9	120,8	59,8	9,753
173	2019-04-20 23:34:48.366	688,0	12,641548	41,801188	204,4	119,7	61,8	9,822
174	2019-04-20 23:34:52.366	692,0	12,642176	41,800898	210,7	118,7	55,1	9,883
175	2019-04-20 23:34:56.366	696,0	12,642896	41,800565	216,8	116,6	63,2	9,954
176	2019-04-20 23:35:00.366	700,0	12,643470	41,800287	223,1	116,6	51,1	10,010
177	2019-04-20 23:35:04.366	704,0	12,643979	41,800023	228,5	121,8	46,2	10,062
178	2019-04-20 23:35:08.366	708,0	12,644585	41,799729	232,3	124,9	54,0	10,122
179	2019-04-20 23:35:12.366	712,0	12,645143	41,799490	237,2	115,5	48,0	10,175
180	2019-04-20 23:35:16.366	716,0	12,645705	41,799236	239,5	115,5	49,1	10,230
181	2019-04-20 23:35:20.366	720,0	12,646311	41,798934	243,1	121,7	54,4	10,290
182	2019-04-20 23:35:24.366	724,0	12,646898	41,798568	246,3	126,9	57,1	10,353
183	2019-04-20 23:35:28.366	728,0	12,647498	41,798210	248,1	125,9	57,3	10,417
184	2019-04-20 23:35:32.366	732,0	12,648066	41,797889	249,8	117,6	53,2	10,476
185	2019-04-20 23:35:36.366	736,0	12,648825	41,797620	250,2	109,2	62,7	10,546
186	2019-04-20 23:35:40.366	740,0	12,649701	41,797442	251,0	109,2	67,7	10,621
187	2019-04-20 23:35:44.366	744,0	12,650499	41,797194	254,5	112,3	64,6	10,693
188	2019-04-20 23:35:48.366	748,0	12,651326	41,796884	257,1	107,1	69,0	10,769
189	2019-04-20 23:35:52.366	752,0	12,652018	41,796719	258,7	107,1	54,3	10,830
190	2019-04-20 23:35:56.366	756,0	12,652666	41,796555	259,9	105,1	51,0	10,886
191	2019-04-20 23:36:00.366	760,0	12,653300	41,796406	262,4	107,2	49,6	10,942
192	2019-04-20 23:36:04.366	764,0	12,653955	41,796308	265,3	91,2	49,8	10,997
193	2019-04-20 23:36:08.366	768,0	12,654586	41,796334	270,8	83,9	47,1	11,049
194	2019-04-20 23:36:12.366	772,0	12,655151	41,796293	274,8	112,7	42,4	11,096
195	2019-04-20 23:36:16.366	776,0	12,655650	41,796039	279,5	128,8	45,1	11,146
196	2019-04-20 23:36:20.366	780,0	12,656163	41,795744	283,4	106,6	48,3	11,200
197	2019-04-20 23:36:24.366	784,0	12,656838	41,795675	286,8	92,5	50,9	11,257
198	2019-04-20 23:36:28.366	788,0	12,657500	41,795662	288,9	90,4	49,4	11,312
199	2019-04-20 23:36:32.366	792,0	12,658137	41,795601	291,9	107,7	47,9	11,365
200	2019-04-20 23:36:36.366	796,0	12,658685	41,795380	296,2	115,5	46,5	11,416
201	2019-04-20 23:36:40.366	800,0	12,659199	41,795126	300,8	115,5	46,0	11,468
202	2019-04-20 23:36:44.366	804,0	12,659751	41,794898	303,7	116,5	47,1	11,520
203	2019-04-20 23:36:48.366	808,0	12,660373	41,794674	308,2	111,3	51,5	11,577
204	2019-04-20 23:36:52.366	812,0	12,660992	41,794470	312,4	109,2	50,5	11,633
205	2019-04-20 23:36:56.366	816,0	12,661514	41,794277	316,2	109,2	43,5	11,682
206	2019-04-20 23:37:00.366	820,0	12,661892	41,794160	318,2	109,2	30,5	11,715
207	2019-04-20 23:37:04.366	824,0	12,662227	41,794037	319,3	108,2	27,9	11,746
208	2019-04-20 23:37:08.366	828,0	12,662589	41,793973	320,3	109,2	27,8	11,777
209	2019-04-20 23:37:12.366	832,0	12,663063	41,793850	321,3	112,4	37,4	11,819
210	2019-04-20 23:37:16.366	836,0	12,663575	41,793568	323,3	123,2	47,5	11,872
211	2019-04-20 23:37:20.366	840,0	12,664086	41,793251	323,9	125,2	49,6	11,927
212	2019-04-20 23:37:24.366	844,0	12,664527	41,792962	324,0	126,3	43,8	11,975
213	2019-04-20 23:37:28.366	848,0	12,664926	41,792701	322,8	127,3	39,6	12,019
214	2019-04-20 23:37:32.366	852,0	12,665416	41,792380	322,6	126,3	48,7	12,074
215	2019-04-20 23:37:36.366	856,0	12,665918	41,792046	322,0	131,8	50,1	12,129
216	2019-04-20 23:37:40.366	860,0	12,666309	41,791734	321,8	132,9	42,8	12,177
217	2019-04-20 23:37:44.366	864,0	12,666614	41,791489	321,9	161,9	33,4	12,214
218	2019-04-20 23:37:48.366	868,0	12,666507	41,791267	321,7	202,3	23,6	12,240
219	2019-04-20 23:37:52.366	872,0	12,666326	41,790936	321,4	201,3	35,8	12,280
220	2019-04-20 23:37:56.366	876,0	12,666121	41,790598	320,5	201,3	37,1	12,321
221	2019-04-20 23:38:00.366	880,0	12,665862	41,790196	320,0	201,3	44,6	12,371
222	2019-04-20 23:38:04.366	884,0	12,665641	41,789843	318,8	198,0	39,0	12,414
223	2019-04-20 23:38:08.366	888,0	12,665640	41,789460	317,3	164,5	38,4	12,457
224	2019-04-20 23:38:12.366	892,0	12,665779	41,789079	318,2	162,4	39,5	12,501
225	2019-04-20 23:38:16.366	896,0	12,665911	41,788764	320,6	160,3	32,9	12,537
226	2019-04-20 23:38:20.366	900,0	12,666054	41,788476	322,3	165,0	30,8	12,571
227	2019-04-20 23:38:24.366	904,0	12,666169	41,788213	323,6	159,4	27,6	12,602
228	2019-04-20 23:38:28.366	908,0	12,666257	41,788002	324,6	159,4	22,1	12,627
229	2019-04-20 23:38:32.366	912,0	12,666351	41,787774	325,3	157,4	23,9	12,653
230	2019-04-20 23:38:36.366	916,0	12,666470	41,787490	327,4	160,7	29,8	12,686
231	2019-04-20 23:38:40.366	920,0	12,666592	41,787201	330,0	158,5	30,3	12,720
232	2019-04-20 23:38:44.366	924,0	12,666710	41,786900	332,6	155,3	31,4	12,755
233	2019-04-20 23:38:48.366	928,0	12,666828	41,786616	333,9	134,7	29,7	12,788
234	2019-04-20 23:38:52.366	932,0	12,667071	41,786400	334,1	134,1	28,3	12,819
235	2019-04-20 23:38:56.366	936,0	12,667489	41,786049	335,0	127,5	46,9	12,872
236	2019-04-20 23:39:00.366	940,0	12,667899	41,785795	335,2	160,3	39,8	12,916
237	2019-04-20 23:39:04.366	944,0	12,667881	41,785471	336,3	230,5	32,4	12,952
238	2019-04-20 23:39:08.366	948,0	12,667613	41,785293	336,8	224,0	26,8	12,981
239	2019-04-20 23:39:12.366	952,0	12,667456	41,785146	337,0	154,3	18,9	13,002
240	2019-04-20 23:39:16.366	956,0	12,667735	41,784953	338,4	135,6	28,4	13,034
241	2019-04-20 23:39:20.366	960,0	12,668171	41,784658	340,7	129,3	43,9	13,083
242	2019-04-20 23:39:24.366	964,0	12,668640	41,784352	341,6	129,3	46,5	13,134
243	2019-04-20 23:39:28.366	968,0	12,669087	41,784054	343,8	129,3	44,7	13,184
244	2019-04-20 23:39:32.366	972,0	12,669521	41,783746	347,1	129,3	44,7	13,234
245	2019-04-20 23:39:36.366	976,0	12,669827	41,783529	340,2	126,2	31,5	13,269
246	2019-04-20 23:39:40.366	980,0	12,670114	41,783369	352,6	129,4	26,8	13,299
247	2019-04-20 23:39:44.366	984,0	12,670461	41,783175	354,0	121,9	32,4	13,335
248	2019-04-20 23:39:48.366	988,0	12,670809	41,782977	354,6	106,7	32,7	13,371
249	2019-04-20 23:39:52.366	992,0	12,671061	41,782990	356,4	41,8	18,8	13,392
250	2019-04-20 23:39:56.366	996,0	12,671324	41,783234	358,7	38,5	31,3	13,427
251	2019-04-20 23:40:00.366	1.000,0	12,671566	41,783457	359,3	37,5	28,7	13,458
252	2019-04-20 23:40:04.366	1.004,0	12,671669	41,783552	359,4	39,5	12,2	13,472
253	2019-04-20 23:40:08.366	1.008,0	12,671902	41,783741	360,0	36,2	25,7	13,501
254	2019-04-20 23:40:12.366	1.012,0	12,672188	41,783972	361,6	37,3	31,5	13,536
255	2019-04-20 23:40:16.366	1.016,0	12,672467	41,784198	348,0	38,3	30,7	13,570
256	2019-04-20 23:40:20.366	1.020,0	12,672550	41,784266	364,1	55,8	9,2	13,580
257	2019-04-20 23:40:24.366	1.024,0	12,672569	41,784270	364,5	133,6	1,5	13,582
258	2019-04-20 23:40:28.366	1.028,0	12,673021	41,784151	358,7	133,6	35,8	13,621
259	2019-04-20 23:40:32.366	1.032,0	12,673330	41,783921	355,1	130,5	32,6	13,657
260	2019-04-20 23:40:36.366	1.036,0	12,673670	41,783643	345,5	125,3	37,6	13,699
261	2019-04-20 23:40:40.366	1.040,0	12,674011	41,783431	366,3	125,3	33,2	13,736
262	2019-04-20 23:40:44.366	1.044,0	12,674305	41,783265	352,2	125,3	27,5	13,767
263	2019-04-20 23:40:48.366	1.048,0	12,674400	41,783209	368,8	85,5	9,0	13,777
264	2019-04-20 23:40:52.366	1.052,0	12,674510	41,783260	368,8	38,3	9,6	13,787
265	2019-04-20 23:40:56.366	1.056,0	12,674800	41,783530	369,4	35,3	34,6	13,826
266	2019-04-20 23:41:00.366	1.060,0	12,675041	41,783743	369,5	35,4	27,9	13,857
267	2019-04-20 23:41:04.366	1.064,0	12,675291	41,783965	369,5	42,8	29,0	13,889
268	2019-04-20 23:41:08.366	1.068,0	12,675488	41,784110	369,5	62,9	20,7	13,912
269	2019-04-20 23:41:12.366	1.072,0	12,675717	41,784230	369,5	41,7	20,9	13,935
270	2019-04-20 23:41:16.366	1.076,0	12,675940	41,784401	369,7	45,9	23,8	13,962
271	2019-04-20 23:41:20.366	1.080,0	12,675984	41,784435	370,7	87,9	4,7	13,967
272	2019-04-20 23:41:24.366	1.084,0	12,676212	41,784352	371,4	122,1	18,9	13,988
273	2019-04-20 23:41:28.366	1.088,0	12,676602	41,784184	370,6	110,7	33,6	14,025
274	2019-04-20 23:41:32.366	1.092,0	12,677123	41,784040	369,3	104,5	41,4	14,071
275	2019-04-20 23:41:36.366	1.096,0	12,677690	41,783916	368,2	108,9	44,1	14,120
276	2019-04-20 23:41:40.366	1.100,0	12,678168	41,783701	368,8	126,1	41,7	14,167
277	2019-04-20 23:41:44.366	1.104,0	12,678621	41,783385	368,1	129,2	46,3	14,218
278	2019-04-20 23:41:48.366	1.108,0	12,679075	41,783075	365,3	128,2	46,0	14,269
279	2019-04-20 23:41:52.366	1.112,0	12,679487	41,782801	363,6	108,6	41,2	14,315
280	2019-04-20 23:41:56.366	1.116,0	12,680097	41,782694	363,3	95,4	46,8	14,367
281	2019-04-20 23:42:00.366	1.120,0	12,680784	41,782634	363,4	94,4	51,6	14,424
282	2019-04-20 23:42:04.366	1.124,0	12,681482	41,782578	364,0	94,4	52,4	14,482
283	2019-04-20 23:42:08.366	1.128,0	12,682110	41,782534	364,9	96,7	47,1	14,535
284	2019-04-20 23:42:12.366	1.132,0	12,682547	41,782400	366,6	132,5	35,3	14,574
285	2019-04-20 23:42:16.366	1.136,0	12,682738	41,782151	366,9	158,1	28,7	14,606
286	2019-04-20 23:42:20.366	1.140,0	12,682913	41,782062	367,9	67,4	15,8	14,623
287	2019-04-20 23:42:24.366	1.144,0	12,682978	41,782084	368,3	45,6	5,4	14,629
288	2019-04-20 23:42:28.366	1.148,0	12,683202	41,782289	368,9	52,0	26,5	14,659
289	2019-04-20 23:42:32.366	1.152,0	12,683646	41,782488	369,4	57,3	38,6	14,702
290	2019-04-20 23:42:36.366	1.156,0	12,684146	41,782662	371,7	67,7	41,2	14,747
291	2019-04-20 23:42:40.366	1.160,0	12,684560	41,782683	373,7	106,1	31,0	14,782
292	2019-04-20 23:42:44.366	1.164,0	12,685041	41,782538	375,0	110,3	38,7	14,825
293	2019-04-20 23:42:48.366	1.168,0	12,685595	41,782368	378,0	111,4	44,7	14,875
