Articolo	Data	Elapse (s)	Longitudine	Latitudine	Altitudine (m)	Corso	Velocità (km/h)	Distanza totale (km)
1036	2019-04-22 11:46:58.245	1036	'12°40''22.41" E'	'41°47''12.40" N'	354,3	124,7	85,4	11,808
1037	2019-04-22 11:46:59.245	1037	'12°40''22.71" E'	'41°47''12.25" N'	354,4	121,6	29,8	11,817
1038	2019-04-22 11:47:00.245	1038	'12°40''23.02" E'	'41°47''12.11" N'	354,4	119,4	29,7	11,825
1039	2019-04-22 11:47:01.245	1039	'12°40''23.34" E'	'41°47''11.91" N'	354,4	116,4	34,6	11,835
1040	2019-04-22 11:47:02.245	1040	'12°40''23.74" E'	'41°47''11.77" N'	354,7	114,3	37,1	11,845
1041	2019-04-22 11:47:03.245	1041	'12°40''24.16" E'	'41°47''11.61" N'	355,3	111,1	38,7	11,856
1042	2019-04-22 11:47:04.245	1042	'12°40''24.59" E'	'41°47''11.46" N'	355,9	112,1	39,1	11,866
1043	2019-04-22 11:47:05.245	1043	'12°40''24.99" E'	'41°47''11.33" N'	356,5	112,1	36,2	11,876
1044	2019-04-22 11:47:06.245	1044	'12°40''24.99" E'	'41°47''11.35" N'	357,3	113,1	2,5	11,877
1045	2019-04-22 11:47:07.245	1045	'12°40''25.92" E'	'41°47''11.00" N'	357,9	116,3	86	11,901
1046	2019-04-22 11:47:08.245	1046	'12°40''26.33" E'	'41°47''10.81" N'	358,5	119,4	40	11,912
1047	2019-04-22 11:47:09.245	1047	'12°40''26.74" E'	'41°47''10.62" N'	359	122,7	40,4	11,923
1048	2019-04-22 11:47:10.245	1048	'12°40''27.10" E'	'41°47''10.43" N'	359,5	129,2	36,8	11,934
1049	2019-04-22 11:47:11.245	1049	'12°40''27.38" E'	'41°47''10.24" N'	360	133,4	30,9	11,942
1050	2019-04-22 11:47:12.245	1050	'12°40''27.56" E'	'41°47''10.09" N'	360,6	136,6	22	11,948
1051	2019-04-22 11:47:13.245	1051	'12°40''27.65" E'	'41°47''9.99" N'	361	141,9	14	11,952
1052	2019-04-22 11:47:14.245	1052	'12°40''27.76" E'	'41°47''9.85" N'	361,4	146,1	18,1	11,957
1053	2019-04-22 11:47:15.245	1053	'12°40''27.87" E'	'41°47''9.71" N'	361,7	149,2	18	11,962
1054	2019-04-22 11:47:16.245	1054	'12°40''27.94" E'	'41°47''9.58" N'	362	149,2	15,8	11,967
1055	2019-04-22 11:47:17.245	1055	'12°40''28.14" E'	'41°47''9.28" N'	362,4	149,2	37,3	11,977
1056	2019-04-22 11:47:18.245	1056	'12°40''28.31" E'	'41°47''9.02" N'	362,9	150,3	31,4	11,986
1057	2019-04-22 11:47:19.245	1057	'12°40''28.52" E'	'41°47''8.70" N'	363,5	150,3	39,4	11,997
1058	2019-04-22 11:47:20.245	1058	'12°40''28.76" E'	'41°47''8.35" N'	364	149,2	44,6	12,009
1059	2019-04-22 11:47:21.245	1059	'12°40''29.11" E'	'41°47''7.99" N'	364,6	149,2	49,2	12,023
1060	2019-04-22 11:47:22.245	1060	'12°40''29.44" E'	'41°47''7.66" N'	365,6	148,2	45,6	12,035
1061	2019-04-22 11:47:23.245	1061	'12°40''29.77" E'	'41°47''7.34" N'	366,5	146,1	44,8	12,048
1062	2019-04-22 11:47:24.245	1062	'12°40''30.05" E'	'41°47''7.00" N'	367,4	144,1	44,9	12,06
1063	2019-04-22 11:47:25.245	1063	'12°40''30.34" E'	'41°47''6.64" N'	368,1	140,9	46,4	12,073
1064	2019-04-22 11:47:26.245	1064	'12°40''30.65" E'	'41°47''6.33" N'	368,6	138,9	43,3	12,085
1065	2019-04-22 11:47:27.245	1065	'12°40''30.99" E'	'41°47''6.01" N'	369	135,7	45,3	12,098
1066	2019-04-22 11:47:28.245	1066	'12°40''31.36" E'	'41°47''5.71" N'	369,2	134,7	45,2	12,11
1067	2019-04-22 11:47:29.245	1067	'12°40''31.72" E'	'41°47''5.40" N'	369,5	133,7	45	12,123
1068	2019-04-22 11:47:30.245	1068	'12°40''32.09" E'	'41°47''5.11" N'	369,8	133,7	45,1	12,135
1069	2019-04-22 11:47:31.245	1069	'12°40''32.35" E'	'41°47''4.91" N'	364,8	133,7	30,8	12,144
1070	2019-04-22 11:47:32.245	1070	'12°40''32.76" E'	'41°47''4.57" N'	360,9	133,7	50,8	12,158
1071	2019-04-22 11:47:33.245	1071	'12°40''33.05" E'	'41°47''4.33" N'	369,4	133,7	36,1	12,168
1072	2019-04-22 11:47:34.245	1072	'12°40''33.31" E'	'41°47''4.12" N'	370,3	133,7	32,2	12,177
1073	2019-04-22 11:47:35.245	1073	'12°40''33.51" E'	'41°47''3.95" N'	370,4	131,6	24,2	12,184
1074	2019-04-22 11:47:36.245	1074	'12°40''33.82" E'	'41°47''3.74" N'	370,6	126,4	35,4	12,194
1075	2019-04-22 11:47:37.245	1075	'12°40''34.16" E'	'41°47''3.55" N'	370,7	122,1	35,4	12,203
1076	2019-04-22 11:47:38.245	1076	'12°40''34.34" E'	'41°47''3.49" N'	370,9	119	16,1	12,208
1077	2019-04-22 11:47:39.245	1077	'12°40''34.64" E'	'41°47''3.37" N'	370,8	114,8	28	12,216
1078	2019-04-22 11:47:40.245	1078	'12°40''34.96" E'	'41°47''3.26" N'	370,7	113,7	29,8	12,224
1079	2019-04-22 11:47:41.245	1079	'12°40''35.33" E'	'41°47''3.15" N'	370,5	111,6	32,4	12,233
1080	2019-04-22 11:47:42.245	1080	'12°40''35.63" E'	'41°47''3.03" N'	370,3	110,6	28,4	12,241
1081	2019-04-22 11:47:43.245	1081	'12°40''35.89" E'	'41°47''2.94" N'	370,1	110,6	24,1	12,247
1082	2019-04-22 11:47:44.245	1082	'12°40''36.09" E'	'41°47''2.87" N'	369,9	110,6	17,8	12,252
1083	2019-04-22 11:47:45.245	1083	'12°40''36.27" E'	'41°47''2.81" N'	369,6	110,6	17	12,257
1084	2019-04-22 11:47:46.245	1084	'12°40''36.46" E'	'41°47''2.76" N'	369,4	110,6	16,2	12,262
1085	2019-04-22 11:47:47.245	1085	'12°40''36.62" E'	'41°47''2.72" N'	369,3	109,6	13,9	12,266
1086	2019-04-22 11:47:48.245	1086	'12°40''36.79" E'	'41°47''2.68" N'	369,1	109,6	15,4	12,27
1087	2019-04-22 11:47:49.245	1087	'12°40''37.00" E'	'41°47''2.62" N'	369	108,6	18	12,275
1088	2019-04-22 11:47:50.245	1088	'12°40''37.20" E'	'41°47''2.57" N'	368,8	106,5	17,8	12,28
1089	2019-04-22 11:47:51.245	1089	'12°40''37.41" E'	'41°47''2.53" N'	368,7	106,5	18,2	12,285
1090	2019-04-22 11:47:52.245	1090	'12°40''37.57" E'	'41°47''2.49" N'	368,6	105,5	14,1	12,289
1091	2019-04-22 11:47:53.245	1091	'12°40''37.71" E'	'41°47''2.46" N'	368,5	104,5	11,6	12,292
1092	2019-04-22 11:47:54.245	1092	'12°40''37.82" E'	'41°47''2.43" N'	368,4	104,5	9,4	12,295
1093	2019-04-22 11:47:55.245	1093	'12°40''37.89" E'	'41°47''2.42" N'	368,3	104,5	6,2	12,296
1094	2019-04-22 11:47:56.245	1094	'12°40''37.91" E'	'41°47''2.41" N'	368,2	104,5	2,3	12,297
1095	2019-04-22 11:47:57.245	1095	'12°40''37.90" E'	'41°47''2.42" N'	368,2	104,5	1,3	12,297
1096	2019-04-22 11:47:58.245	1096	'12°40''37.88" E'	'41°47''2.41" N'	368,1	104,5	2,1	12,298
1097	2019-04-22 11:47:59.245	1097	'12°40''37.87" E'	'41°47''2.39" N'	368,1	104,5	3,1	12,299
1098	2019-04-22 11:48:00.245	1098	'12°40''37.88" E'	'41°47''2.38" N'	368,1	104,5	1,2	12,299
1099	2019-04-22 11:48:01.245	1099	'12°40''37.85" E'	'41°47''2.35" N'	368	104,5	3,9	12,3
1100	2019-04-22 11:48:02.245	1100	'12°40''37.87" E'	'41°47''2.37" N'	368	104,5	2,4	12,301
1101	2019-04-22 11:48:03.245	1101	'12°40''37.93" E'	'41°47''2.37" N'	368	103,4	4,6	12,302
1102	2019-04-22 11:48:04.245	1102	'12°40''38.03" E'	'41°47''2.37" N'	368	103,4	8,5	12,304
1103	2019-04-22 11:48:05.245	1103	'12°40''38.10" E'	'41°47''2.37" N'	368	103,4	6,1	12,306
1104	2019-04-22 11:48:06.245	1104	'12°40''38.10" E'	'41°47''2.38" N'	368	103,4	1	12,306
1105	2019-04-22 11:48:07.245	1105	'12°40''38.41" E'	'41°47''2.33" N'	367,9	103,4	26,3	12,314
1106	2019-04-22 11:48:08.245	1106	'12°40''38.48" E'	'41°47''2.31" N'	367,9	103,4	6,1	12,315
1107	2019-04-22 11:48:09.245	1107	'12°40''38.60" E'	'41°47''2.28" N'	367,9	103,4	10,1	12,318
1108	2019-04-22 11:48:10.245	1108	'12°40''38.73" E'	'41°47''2.25" N'	367,8	103,4	11,7	12,321
1109	2019-04-22 11:48:11.245	1109	'12°40''38.87" E'	'41°47''2.20" N'	367,8	103,4	12,6	12,325
1110	2019-04-22 11:48:12.245	1110	'12°40''38.99" E'	'41°47''2.16" N'	367,7	103,4	11,3	12,328
1111	2019-04-22 11:48:13.245	1111	'12°40''39.09" E'	'41°47''2.16" N'	367,6	104,5	7,9	12,33
1112	2019-04-22 11:48:14.245	1112	'12°40''39.15" E'	'41°47''2.18" N'	367,6	104,5	5,4	12,332
1113	2019-04-22 11:48:15.245	1113	'12°40''39.21" E'	'41°47''2.23" N'	367,7	105,5	7,4	12,334
1114	2019-04-22 11:48:16.245	1114	'12°40''39.23" E'	'41°47''2.22" N'	367,8	105,5	2,1	12,334
1115	2019-04-22 11:48:17.245	1115	'12°40''39.28" E'	'41°47''2.22" N'	367,9	107,5	3,9	12,335
1116	2019-04-22 11:48:18.245	1116	'12°40''39.34" E'	'41°47''2.21" N'	368	108,5	4,8	12,337
1117	2019-04-22 11:48:19.245	1117	'12°40''39.39" E'	'41°47''2.15" N'	368,1	109,5	7,7	12,339
1118	2019-04-22 11:48:20.245	1118	'12°40''39.48" E'	'41°47''2.19" N'	368,2	110,5	8,6	12,341
1119	2019-04-22 11:48:21.245	1119	'12°40''39.55" E'	'41°47''2.11" N'	368,3	110,5	10,4	12,344
1120	2019-04-22 11:48:22.245	1120	'12°40''39.66" E'	'41°47''2.11" N'	368,4	110,5	9,3	12,347
1121	2019-04-22 11:48:23.245	1121	'12°40''39.73" E'	'41°47''2.09" N'	368,6	110,5	6,5	12,348
1122	2019-04-22 11:48:24.245	1122	'12°40''39.78" E'	'41°47''2.14" N'	368,8	110,5	6,6	12,35
1123	2019-04-22 11:48:25.245	1123	'12°40''39.77" E'	'41°47''2.08" N'	368,9	110,5	6,7	12,352
1124	2019-04-22 11:48:26.245	1124	'12°40''39.78" E'	'41°47''2.14" N'	369	110,5	6,7	12,354
1125	2019-04-22 11:48:27.245	1125	'12°40''39.79" E'	'41°47''2.12" N'	369,1	111,5	2,8	12,355
1126	2019-04-22 11:48:28.245	1126	'12°40''39.80" E'	'41°47''2.09" N'	369,2	111,5	3,1	12,356
1127	2019-04-22 11:48:29.245	1127	'12°40''39.84" E'	'41°47''2.06" N'	369,2	113,6	5,3	12,357
1128	2019-04-22 11:48:30.245	1128	'12°40''39.92" E'	'41°47''2.02" N'	369,2	114,6	7,8	12,359
1129	2019-04-22 11:48:31.245	1129	'12°40''39.94" E'	'41°47''2.00" N'	369,3	116,7	2,2	12,36
1130	2019-04-22 11:48:32.245	1130	'12°40''39.93" E'	'41°47''1.98" N'	369,4	117,7	2,5	12,361
1131	2019-04-22 11:48:33.245	1131	'12°40''39.92" E'	'41°47''1.92" N'	369,4	118,7	6,6	12,362
1132	2019-04-22 11:48:34.245	1132	'12°40''39.91" E'	'41°47''1.88" N'	369,3	119,7	5,3	12,364
1133	2019-04-22 11:48:35.245	1133	'12°40''39.89" E'	'41°47''1.82" N'	369,3	119,7	6	12,366
1134	2019-04-22 11:48:36.245	1134	'12°40''40.20" E'	'41°47''1.76" N'	369,1	120,7	26,7	12,373
1135	2019-04-22 11:48:37.245	1135	'12°40''40.49" E'	'41°47''1.65" N'	369	120,7	26,7	12,38
1136	2019-04-22 11:48:38.245	1136	'12°40''40.51" E'	'41°47''1.63" N'	368,9	120,7	2,9	12,381
1137	2019-04-22 11:48:39.245	1137	'12°40''40.51" E'	'41°47''1.61" N'	368,8	120,7	2,1	12,382
1138	2019-04-22 11:48:40.245	1138	'12°40''40.52" E'	'41°47''1.62" N'	368,7	120,7	0,5	12,382
1139	2019-04-22 11:48:41.245	1139	'12°40''40.51" E'	'41°47''1.58" N'	368,7	122,8	4,9	12,383
1140	2019-04-22 11:48:42.245	1140	'12°40''40.48" E'	'41°47''1.54" N'	368,6	124,8	4,5	12,385
1141	2019-04-22 11:48:43.245	1141	'12°40''40.51" E'	'41°47''1.44" N'	368,5	126,9	10,8	12,388
1142	2019-04-22 11:48:44.245	1142	'12°40''40.48" E'	'41°47''1.53" N'	368,4	127,9	9,7	12,39
1143	2019-04-22 11:48:45.245	1143	'12°40''41.07" E'	'41°47''1.57" N'	368,3	127,9	49,7	12,404
1144	2019-04-22 11:48:46.245	1144	'12°40''41.18" E'	'41°47''1.48" N'	368,1	126,8	13,3	12,408
1145	2019-04-22 11:48:47.245	1145	'12°40''41.27" E'	'41°47''1.41" N'	367,9	126,8	10,9	12,411
1146	2019-04-22 11:48:48.245	1146	'12°40''41.36" E'	'41°47''1.34" N'	367,7	126,8	11,3	12,414
1147	2019-04-22 11:48:49.245	1147	'12°40''41.43" E'	'41°47''1.28" N'	367,5	126,8	8,1	12,416
1148	2019-04-22 11:48:50.245	1148	'12°40''41.47" E'	'41°47''1.24" N'	367,4	126,8	5,9	12,418
1149	2019-04-22 11:48:51.245	1149	'12°40''41.52" E'	'41°47''1.21" N'	367,2	127,8	5,1	12,419
1150	2019-04-22 11:48:52.245	1150	'12°40''41.54" E'	'41°47''1.19" N'	367,1	127,8	2,5	12,42
1151	2019-04-22 11:48:53.245	1151	'12°40''41.58" E'	'41°47''1.16" N'	367	127,8	5,3	12,421
1152	2019-04-22 11:48:54.245	1152	'12°40''41.60" E'	'41°47''1.14" N'	367	127,8	2,4	12,422
1153	2019-04-22 11:48:55.245	1153	'12°40''41.68" E'	'41°47''1.07" N'	367	127,8	10,3	12,425
1154	2019-04-22 11:48:56.245	1154	'12°40''41.74" E'	'41°47''1.01" N'	367	127,8	8,1	12,427
1155	2019-04-22 11:48:57.245	1155	'12°40''41.83" E'	'41°47''0.91" N'	366,9	128,8	13,3	12,431
1156	2019-04-22 11:48:58.245	1156	'12°40''41.91" E'	'41°47''0.82" N'	366,9	128,8	12,2	12,434
1157	2019-04-22 11:48:59.245	1157	'12°40''41.93" E'	'41°47''0.80" N'	366,8	132	2,8	12,435
1158	2019-04-22 11:49:00.245	1158	'12°40''41.94" E'	'41°47''0.80" N'	366,6	132	0,7	12,435
1159	2019-04-22 11:49:01.245	1159	'12°40''41.94" E'	'41°47''0.80" N'	366,4	132	0	12,435
1160	2019-04-22 11:49:02.245	1160	'12°40''41.94" E'	'41°47''0.80" N'	366,1	132	0	12,435
1161	2019-04-22 11:49:03.245	1161	'12°40''42.50" E'	'41°47''0.40" N'	365,8	132	64,1	12,453
1162	2019-04-22 11:49:04.245	1162	'12°40''42.54" E'	'41°47''0.37" N'	365,4	132	4,3	12,454
1163	2019-04-22 11:49:05.245	1163	'12°40''42.56" E'	'41°47''0.36" N'	365,1	132	2,7	12,455
1164	2019-04-22 11:49:06.245	1164	'12°40''42.57" E'	'41°47''0.35" N'	364,9	132	1,3	12,455
1165	2019-04-22 11:49:07.245	1165	'12°40''42.56" E'	'41°47''0.35" N'	364,7	132	1,2	12,456
1166	2019-04-22 11:49:08.245	1166	'12°40''42.27" E'	'41°47''0.11" N'	364,6	132	36,6	12,466
1167	2019-04-22 11:49:09.245	1167	'12°40''42.27" E'	'41°47''0.10" N'	364,5	132	0,5	12,466
1168	2019-04-22 11:49:10.245	1168	'12°40''42.29" E'	'41°47''0.10" N'	364,4	132	1,4	12,466
1169	2019-04-22 11:49:11.245	1169	'12°40''42.28" E'	'41°47''0.10" N'	364,3	132	0,5	12,467
1170	2019-04-22 11:49:12.245	1170	'12°40''42.28" E'	'41°47''0.10" N'	364,2	132	0,5	12,467
1171	2019-04-22 11:49:13.245	1171	'12°40''42.28" E'	'41°47''0.10" N'	364,2	132	0,3	12,467
1172	2019-04-22 11:49:14.245	1172	'12°40''42.29" E'	'41°47''0.10" N'	364,1	132	0,3	12,467
1173	2019-04-22 11:49:15.245	1173	'12°40''42.28" E'	'41°47''0.10" N'	364,1	132	0	12,467
1174	2019-04-22 11:49:16.245	1174	'12°40''42.28" E'	'41°47''0.10" N'	364	132	0	12,467
1175	2019-04-22 11:49:17.245	1175	'12°40''42.28" E'	'41°47''0.10" N'	363,9	132	0,7	12,467
1176	2019-04-22 11:49:18.245	1176	'12°40''42.28" E'	'41°47''0.10" N'	363,9	132	0,3	12,467
1177	2019-04-22 11:49:19.245	1177	'12°40''42.29" E'	'41°47''0.09" N'	363,8	132	1	12,467
1178	2019-04-22 11:49:20.245	1178	'12°40''42.29" E'	'41°47''0.09" N'	363,8	132	0	12,467
1179	2019-04-22 11:49:21.245	1179	'12°40''42.30" E'	'41°47''0.09" N'	363,8	132	0,7	12,468
1180	2019-04-22 11:49:22.245	1180	'12°40''42.31" E'	'41°47''0.08" N'	363,8	131	1,6	12,468
1181	2019-04-22 11:49:23.245	1181	'12°40''42.37" E'	'41°47''0.04" N'	363,8	131	7,1	12,47
1182	2019-04-22 11:49:24.245	1182	'12°40''42.45" E'	'41°46''59.98" N'	363,7	131	9,1	12,473
1183	2019-04-22 11:49:25.245	1183	'12°40''42.55" E'	'41°46''59.91" N'	363,6	131	10,8	12,476
1184	2019-04-22 11:49:26.245	1184	'12°40''42.65" E'	'41°46''59.84" N'	363,3	131	12,2	12,479
1185	2019-04-22 11:49:27.245	1185	'12°40''42.78" E'	'41°46''59.75" N'	363	131	14,5	12,483
1186	2019-04-22 11:49:28.245	1186	'12°40''42.94" E'	'41°46''59.72" N'	362,7	131	13,6	12,487
1187	2019-04-22 11:49:29.245	1187	'12°40''43.11" E'	'41°46''59.69" N'	362,8	131	14,5	12,491
1188	2019-04-22 11:49:30.245	1188	'12°40''43.27" E'	'41°46''59.67" N'	363,1	131	13,2	12,495
1189	2019-04-22 11:49:31.245	1189	'12°40''43.43" E'	'41°46''59.65" N'	363,3	132	13,2	12,498
1190	2019-04-22 11:49:32.245	1190	'12°40''43.55" E'	'41°46''59.61" N'	363,5	132	11,1	12,501
1191	2019-04-22 11:49:33.245	1191	'12°40''43.68" E'	'41°46''59.57" N'	363,7	132	11,9	12,505
1192	2019-04-22 11:49:34.245	1192	'12°40''43.75" E'	'41°46''59.52" N'	363,7	130,9	8,3	12,507
1193	2019-04-22 11:49:35.245	1193	'12°40''43.84" E'	'41°46''59.46" N'	363,8	130,9	9,5	12,51
1194	2019-04-22 11:49:36.245	1194	'12°40''43.96" E'	'41°46''59.37" N'	363,8	130,9	13,7	12,513
1195	2019-04-22 11:49:37.245	1195	'12°40''44.05" E'	'41°46''59.31" N'	363,8	129,9	10,6	12,516
1196	2019-04-22 11:49:38.245	1196	'12°40''44.15" E'	'41°46''59.24" N'	363,7	129,9	11,2	12,519
1197	2019-04-22 11:49:39.245	1197	'12°40''44.22" E'	'41°46''59.19" N'	363,6	127,8	8	12,522
1198	2019-04-22 11:49:40.245	1198	'12°40''44.29" E'	'41°46''59.13" N'	363,6	127,8	8,6	12,524
1199	2019-04-22 11:49:41.245	1199	'12°40''44.37" E'	'41°46''59.08" N'	363,5	127,8	9	12,526
1200	2019-04-22 11:49:42.245	1200	'12°40''44.42" E'	'41°46''59.04" N'	363,5	127,8	5,7	12,528
1201	2019-04-22 11:49:43.245	1201	'12°40''44.45" E'	'41°46''59.02" N'	363,4	127,8	3,5	12,529
1202	2019-04-22 11:49:44.245	1202	'12°40''44.49" E'	'41°46''59.00" N'	363,3	127,8	4	12,53
1203	2019-04-22 11:49:45.245	1203	'12°40''44.59" E'	'41°46''58.92" N'	363,3	126,8	11,9	12,533
1204	2019-04-22 11:49:46.245	1204	'12°40''44.63" E'	'41°46''58.90" N'	363,2	125,8	4,6	12,535
1205	2019-04-22 11:49:47.245	1205	'12°40''44.68" E'	'41°46''58.86" N'	363,2	124,8	5,1	12,536
1206	2019-04-22 11:49:48.245	1206	'12°40''44.71" E'	'41°46''58.84" N'	363,2	124,8	4,3	12,537
1207	2019-04-22 11:49:49.245	1207	'12°40''44.79" E'	'41°46''58.78" N'	363,2	124,8	8,9	12,54
1208	2019-04-22 11:49:50.245	1208	'12°40''44.86" E'	'41°46''58.73" N'	363,2	123,8	8,2	12,542
1209	2019-04-22 11:49:51.245	1209	'12°40''44.92" E'	'41°46''58.69" N'	363,1	123,8	6,3	12,544
1210	2019-04-22 11:49:52.245	1210	'12°40''44.97" E'	'41°46''58.66" N'	363,1	124,8	6	12,545
1211	2019-04-22 11:49:53.245	1211	'12°40''45.00" E'	'41°46''58.64" N'	363	124,8	3,1	12,546
1212	2019-04-22 11:49:54.245	1212	'12°40''45.00" E'	'41°46''58.64" N'	363	124,8	0	12,546
1213	2019-04-22 11:49:55.245	1213	'12°40''45.12" E'	'41°46''58.57" N'	363	124,8	12,8	12,55
1214	2019-04-22 11:49:56.245	1214	'12°40''45.14" E'	'41°46''58.56" N'	363	124,8	1,8	12,55
1215	2019-04-22 11:49:57.245	1215	'12°40''45.14" E'	'41°46''58.56" N'	362,9	124,8	0	12,55
1216	2019-04-22 11:49:58.245	1216	'12°40''45.15" E'	'41°46''58.56" N'	362,7	124,8	1	12,551
1217	2019-04-22 11:49:59.245	1217	'12°40''45.15" E'	'41°46''58.56" N'	362,5	124,8	0	12,551
1218	2019-04-22 11:50:00.245	1218	'12°40''45.15" E'	'41°46''58.56" N'	362,2	124,8	0	12,551
1219	2019-04-22 11:50:01.245	1219	'12°40''45.18" E'	'41°46''58.54" N'	361,9	124,8	2,9	12,551
1220	2019-04-22 11:50:02.245	1220	'12°40''45.22" E'	'41°46''58.52" N'	361,6	124,8	4,8	12,553
1221	2019-04-22 11:50:03.245	1221	'12°40''45.24" E'	'41°46''58.51" N'	361,3	124,8	1,3	12,553
1222	2019-04-22 11:50:04.245	1222	'12°40''45.30" E'	'41°46''58.48" N'	361,1	124,8	6,6	12,555
1223	2019-04-22 11:50:05.245	1223	'12°40''45.32" E'	'41°46''58.47" N'	361	124,8	1,4	12,555
1224	2019-04-22 11:50:06.245	1224	'12°40''45.31" E'	'41°46''58.47" N'	361	124,8	0	12,555
1225	2019-04-22 11:50:07.245	1225	'12°40''45.31" E'	'41°46''58.47" N'	361	124,8	0	12,555
1226	2019-04-22 11:50:08.245	1226	'12°40''45.32" E'	'41°46''58.47" N'	361	124,8	0,3	12,555
1227	2019-04-22 11:50:09.245	1227	'12°40''45.31" E'	'41°46''58.47" N'	361	124,8	0	12,555
1228	2019-04-22 11:50:10.245	1228	'12°40''45.32" E'	'41°46''58.47" N'	361	124,8	0,3	12,556
1229	2019-04-22 11:50:11.245	1229	'12°40''45.31" E'	'41°46''58.47" N'	361,1	122,8	1,1	12,556
1230	2019-04-22 11:50:12.245	1230	'12°40''45.45" E'	'41°46''58.41" N'	361,2	121,8	13,9	12,56
1231	2019-04-22 11:50:13.245	1231	'12°40''45.48" E'	'41°46''58.39" N'	361,3	121,8	2,8	12,561
1232	2019-04-22 11:50:14.245	1232	'12°40''45.55" E'	'41°46''58.36" N'	361,4	121,8	6,6	12,562
1233	2019-04-22 11:50:15.245	1233	'12°40''45.62" E'	'41°46''58.33" N'	361,5	121,8	7,4	12,564
1234	2019-04-22 11:50:16.245	1234	'12°40''45.67" E'	'41°46''58.30" N'	361,6	121,8	4,7	12,566
1235	2019-04-22 11:50:17.245	1235	'12°40''45.71" E'	'41°46''58.28" N'	361,6	121,8	4,6	12,567
1236	2019-04-22 11:50:18.245	1236	'12°40''45.76" E'	'41°46''58.26" N'	361,7	120,7	4,3	12,568
1237	2019-04-22 11:50:19.245	1237	'12°40''45.83" E'	'41°46''58.22" N'	361,7	118,7	7,1	12,57
1238	2019-04-22 11:50:20.245	1238	'12°40''45.85" E'	'41°46''58.21" N'	361,7	115,5	2,4	12,571
1239	2019-04-22 11:50:21.245	1239	'12°40''46.08" E'	'41°46''58.13" N'	361,7	112,4	20,6	12,577
1240	2019-04-22 11:50:22.245	1240	'12°40''46.20" E'	'41°46''58.09" N'	361,8	108,2	11,2	12,58
1241	2019-04-22 11:50:23.245	1241	'12°40''46.37" E'	'41°46''58.05" N'	362	105,1	14,8	12,584
1242	2019-04-22 11:50:24.245	1242	'12°40''46.56" E'	'41°46''58.01" N'	362,2	102	16,2	12,588
1243	2019-04-22 11:50:25.245	1243	'12°40''46.78" E'	'41°46''57.98" N'	362,5	100,9	18,5	12,593
1244	2019-04-22 11:50:26.245	1244	'12°40''46.97" E'	'41°46''57.95" N'	362,8	99,9	16,6	12,598
1245	2019-04-22 11:50:27.245	1245	'12°40''47.11" E'	'41°46''57.93" N'	363,2	98,9	11,7	12,601
1246	2019-04-22 11:50:28.245	1246	'12°40''47.28" E'	'41°46''57.90" N'	363,5	97,9	14,1	12,605
1247	2019-04-22 11:50:29.245	1247	'12°40''47.44" E'	'41°46''57.88" N'	363,7	97,9	14	12,609
1248	2019-04-22 11:50:30.245	1248	'12°40''47.55" E'	'41°46''57.86" N'	363,7	97,9	9	12,612
1249	2019-04-22 11:50:31.245	1249	'12°40''47.61" E'	'41°46''57.85" N'	363,8	97,9	5,3	12,613
1250	2019-04-22 11:50:32.245	1250	'12°40''47.66" E'	'41°46''57.86" N'	363,8	97,9	4,1	12,614
1251	2019-04-22 11:50:33.245	1251	'12°40''47.73" E'	'41°46''57.85" N'	363,8	97,9	5,3	12,616
1252	2019-04-22 11:50:34.245	1252	'12°40''47.78" E'	'41°46''57.84" N'	363,8	97,9	4,5	12,617
1253	2019-04-22 11:50:35.245	1253	'12°40''47.86" E'	'41°46''57.84" N'	363,7	97,9	6,6	12,619
1254	2019-04-22 11:50:36.245	1254	'12°40''47.91" E'	'41°46''57.83" N'	363,7	97,9	4,6	12,62
1255	2019-04-22 11:50:37.245	1255	'12°40''48.01" E'	'41°46''57.82" N'	363,7	97,9	7,9	12,622
1256	2019-04-22 11:50:38.245	1256	'12°40''48.13" E'	'41°46''57.81" N'	363,7	97,9	10,4	12,625
1257	2019-04-22 11:50:39.245	1257	'12°40''48.14" E'	'41°46''57.81" N'	363,6	96,8	0,8	12,625
1258	2019-04-22 11:50:40.245	1258	'12°40''48.39" E'	'41°46''57.78" N'	363,6	96,8	21,1	12,631
1259	2019-04-22 11:50:41.245	1259	'12°40''48.55" E'	'41°46''57.75" N'	363,6	96,8	13	12,635
1260	2019-04-22 11:50:42.245	1260	'12°40''48.69" E'	'41°46''57.73" N'	363,6	96,8	12,5	12,638
1261	2019-04-22 11:50:43.245	1261	'12°40''48.85" E'	'41°46''57.73" N'	363,6	96,8	12,8	12,642
1262	2019-04-22 11:50:44.245	1262	'12°40''48.99" E'	'41°46''57.73" N'	363,6	96,8	11,5	12,645
1263	2019-04-22 11:50:45.245	1263	'12°40''49.11" E'	'41°46''57.72" N'	363,7	96,8	10,3	12,648
1264	2019-04-22 11:50:46.245	1264	'12°40''49.23" E'	'41°46''57.71" N'	363,7	96,8	9,8	12,651
1265	2019-04-22 11:50:47.245	1265	'12°40''49.36" E'	'41°46''57.68" N'	363,7	96,8	11,1	12,654
1266	2019-04-22 11:50:48.245	1266	'12°40''49.52" E'	'41°46''57.66" N'	363,7	96,8	13,9	12,658
