relative_time,AccX,AccY,AccZ,LinearAccelerometerSensor
1769,-0.09684860229492188,9.483079833984375,0.6716532897949219,0.14656978699111017
1836,-0.02664459228515625,10.314450988769531,0.6869215393066407,0.1720164674377272
1902,-0.08831634521484376,9.448052673339845,0.6849755859375001,0.1741476706381767
1969,-0.022902374267578126,10.378817138671875,0.719703369140625,0.18992686605142517
2036,-0.116158447265625,9.624984741210938,0.6656657409667969,0.14300072483025691
2102,-0.04445755004882813,10.302026824951172,0.7394622802734375,0.13549989257303618
2168,-0.17887802124023439,10.018666076660157,0.7162605285644532,0.04817523366844236
2235,-0.10388397216796875,10.12225067138672,0.7503895568847657,0.021531193923202997
2302,-0.12214599609375,10.269544372558594,0.6994953918457032,0.04147625831846852
2369,-0.1681004333496094,9.713001708984375,0.6267466735839844,0.13381864402811475
2435,-0.09131011962890626,9.97959732055664,0.7167095947265625,0.04024070126394341
2502,-0.13127700805664064,9.41916275024414,0.6697073364257813,0.13190085702756688
2569,-0.14280303955078125,10.271041259765626,0.7234455871582032,0.18051007393508642
2635,-0.1471440124511719,9.44071792602539,0.7559280395507812,0.16294210251959496
2702,0.038769378662109374,10.225835266113283,0.9211843872070313,0.1681497037611649
2770,-0.06795867919921875,9.712253265380859,0.9050180053710938,0.09103465363799344
2835,0.10807525634765626,10.228829040527344,0.9222322082519532,0.11425266098485355
2902,-0.03397933959960937,9.632169799804688,0.7782316589355469,0.12975766485880857
2969,-0.12843292236328124,10.252779235839844,0.8695417785644531,0.12887725964447627
3035,-0.21001327514648438,9.722282409667969,0.9430389404296875,0.10751239422365506
3102,-0.003742218017578125,10.057435455322267,0.8743318176269532,0.08459203883281348
3169,0.0209564208984375,9.822723541259766,0.6962022399902345,0.06288884674157072
3235,-0.5391787719726563,10.030491485595704,0.1429527282714844,0.207750213489585
3302,-0.6150709533691406,10.005792846679688,-0.14699432373046875,0.12227819461641827
3369,-0.3841012573242188,9.292825469970703,-0.0007484436035156251,0.18291865992826337
3435,-0.31748977661132816,8.603059844970703,0.1335223388671875,0.22143637977718603
3502,-0.3426374816894531,10.913056182861329,-0.31988479614257814,0.5336228523133124
3569,-0.48154861450195313,9.78365478515625,-0.31853759765625,0.15753552783367086
3636,-0.5068460083007813,9.972561950683595,0.22079086303710938,0.12959861310117846
3702,-0.29069549560546876,10.564580841064453,0.3695814514160156,0.17301470074082972
3769,-0.39038818359375,9.49475555419922,-0.09205856323242188,0.2502280201019659
3835,-0.6125262451171876,9.496402130126954,0.0161663818359375,0.08184338208219463
3902,-0.7915539550781251,10.25203079223633,-0.13846206665039062,0.18958894868903534
3969,-1.1451187133789062,9.773475952148438,-0.7527845764160157,0.20602497417689367
4036,-1.0364447021484375,10.201585693359375,-0.8330177307128906,0.10702512236673352
4102,-0.8726852416992188,10.18931121826172,-0.871787109375,0.05193735038843655
4169,-0.8711883544921876,9.801467742919922,-1.026265869140625,0.10311154924253144
4235,-1.1385324096679688,9.905651092529297,-1.1042536926269533,0.0711850900162739
4302,-0.7530839538574219,10.014624481201173,-0.908909912109375,0.09449616477566719
4370,-0.6457571411132813,9.90624984741211,-1.009500732421875,0.027779856849770964
4435,-0.6391708374023438,9.956844635009766,-0.7839198303222656,0.07090785370483021
4502,-0.5788462829589844,9.780810699462892,-1.0448272705078125,0.07139794139268127
4569,-0.6315367126464844,9.279353485107423,-1.1693682861328125,0.14298934202852762
4635,-0.5668711853027344,9.827513580322266,-0.841699676513672,0.12594698854920905
4702,-0.33979339599609376,9.945917358398438,-0.4638853454589844,0.14859778204221674
4769,-0.0161663818359375,10.513986053466798,0.16630416870117187,0.2555847299671011
4836,-0.14040802001953126,9.724976806640626,1.080004119873047,0.31733072470547447
4902,-0.23186782836914063,10.48105453491211,0.9011260986328126,0.15350279379863638
4969,-0.3487747192382813,10.94329330444336,-0.678988037109375,0.4195228016397394
5035,-0.26375152587890627,10.403515777587891,-0.17947677612304688,0.10133615401457793
5102,-0.21570144653320314,10.25592269897461,-0.389190673828125,0.07765813528119576
5169,-0.030237121582031252,8.140372009277344,-1.8994001770019533,0.6476041910891576
5236,-0.10388397216796875,9.02248764038086,-1.686991882324219,0.1329396906987571
5302,-0.23096969604492187,9.836045837402343,-1.7205221557617187,0.2266064002361045
5369,0.13127700805664064,9.790540466308594,-2.142644348144531,0.14895079695928895
5435,-0.0700543212890625,9.29791488647461,-2.4077430725097657,0.14918934465114916
5502,0.07798782348632813,9.412127380371095,-2.5340803527832034,0.06273975678694159
5569,-0.19115249633789064,10.001900939941407,-2.083517303466797,0.18743016165955648
5635,-0.37676651000976563,10.062824249267578,-1.2702584838867188,0.24182254397168226
5702,-0.015867004394531252,9.816586303710938,-1.6182847595214844,0.09414219037665071
5769,-0.42945693969726567,9.376800842285157,-2.18665283203125,0.210833901034443
5835,-0.5736071777343751,10.163564758300781,-2.115700378417969,0.17683902375390587
5902,-0.30446685791015626,10.716215515136719,-1.4880555725097657,0.24125542182112877
5970,-0.9765692138671875,9.908345489501954,-1.6476237487792968,0.16636920421864634
6035,-0.2890489196777344,9.552086334228516,-2.364782409667969,0.30033643352549755
6101,-0.6737489318847657,10.017468566894532,-1.6256195068359376,0.16703638066284449
6169,-0.7354206848144531,9.711504821777345,-2.292632446289063,0.14808676819281374
6235,-0.9249266052246095,9.542805633544923,-2.542163543701172,0.12408671686659578
6302,-0.14100677490234376,10.267299041748048,-2.274969177246094,0.2507445191191787
6369,0.05718109130859375,10.5141357421875,-1.3949491882324219,0.27015201728634514
6435,-0.12319381713867188,10.091265106201172,-1.1656260681152344,0.16135924945886826
6502,-0.3082090759277344,9.793983306884765,-0.19893630981445312,0.2864887901676331
6569,-0.0059875488281250005,9.777966613769532,-0.09984237670898438,0.12134954293855955
6635,0.024099884033203126,10.09351043701172,-0.11885284423828125,0.07869238516478735
6702,-0.8702902221679688,10.014774169921875,-0.30192214965820313,0.22098862663082752
6769,-0.5872288513183594,9.748028869628907,-1.0029144287109375,0.22313352831962502
6835,-0.24593856811523437,9.497000885009767,-0.8367599487304688,0.0831189834867586
6902,-0.5604345703125,9.614955596923828,-0.6270460510253907,0.08945468225408856
6969,0.6417155456542969,9.828411712646485,-0.5944139099121094,0.28857647347449367
7036,-0.7035369873046875,10.821296997070313,-0.4436773681640625,0.3757400198210028
7102,-0.5746549987792969,10.766959991455078,0.49097900390625004,0.25218813903511317
7169,0.1383123779296875,9.222471771240235,-0.6324348449707031,0.4650964995940337
7236,-0.09265731811523438,9.107361145019532,-0.5309458923339844,0.17778020397872477
7302,-0.09041198730468751,9.302854614257813,0.27931915283203124,0.21382344834496453
7370,0.7450007629394532,9.592202911376953,1.4289285278320314,0.41430812351628465
7436,0.784368896484375,10.277178497314454,0.4435276794433594,0.25895078129946997
7502,-1.268162841796875,10.217752075195312,-0.5830375671386719,0.5794694215488521
7569,-0.41703277587890625,9.868977355957032,-1.1457174682617188,0.3084659869574365
7636,-0.3043171691894531,9.914782104492188,-0.2915936279296875,0.16448266113944457
7702,0.20207977294921875,10.11701156616211,-0.49487091064453126,0.21064785920152224
7769,0.2173480224609375,9.84592529296875,-0.8078700256347656,0.1739633922691033
7835,-0.30865814208984377,9.674082641601563,0.1484912109375,0.26376009151596097
7902,-0.542322235107422,9.201365661621095,-0.17588424682617188,0.16669941087345888
7970,0.7313790893554688,10.154433746337892,-0.9621990966796875,0.4128620452799923
8035,-0.6309379577636719,9.557325439453125,-0.4507127380371094,0.2943864038246757
8102,0.3737727355957031,9.074579315185547,-0.4592449951171875,0.23548611304629716
8169,1.347048797607422,8.526119842529297,0.15103591918945314,0.37211047593599744
8235,-0.6511459350585938,9.854307861328126,1.3012440490722657,0.6104129955080232
8302,1.0653346252441407,10.598859558105469,1.199605407714844,0.41687455064609713
8369,-0.09909393310546875,10.101294250488282,1.2576846313476564,0.22071784015980553
8436,0.2710862731933594,10.030341796875,1.407223663330078,0.06815389886675975
8502,1.4923965454101564,9.440418548583985,0.7285350036621094,0.38572082633381466
8569,0.054636383056640626,9.777667236328126,0.5950126647949219,0.2934897873109152
8635,0.17184265136718752,9.476194152832031,0.9638456726074219,0.10600238515357821
8702,0.38275405883789065,9.5657080078125,0.8984317016601563,0.043043009558154946
8770,-0.020507354736328125,9.910890197753906,0.865799560546875,0.12615955793717698
8836,0.05643264770507813,9.489217071533204,1.0704240417480468,0.09767259393129965
8902,-0.1273851013183594,9.736652526855469,1.1732601928710937,0.08091384289995675
8969,0.3279679870605469,9.892927551269532,1.127904510498047,0.11081334465236764
9035,0.3779640197753906,10.158774719238282,1.299298095703125,0.09693561177401556
9102,-0.12828323364257813,10.398426361083985,1.0021659851074218,0.1553640856359358
9169,-0.15896942138671877,10.449170837402344,1.4917977905273438,0.1173413010035195
9236,0.041164398193359375,10.462343444824219,1.4199472045898438,0.04323825513401133
9302,1.5383509826660158,9.34342025756836,0.7677534484863282,0.503959721384936
9369,-0.37092864990234375,9.944719848632813,0.5906716918945313,0.4183091413574966
9436,-0.6081852722167969,10.129884796142578,0.5152285766601563,0.17775082553732252
9502,-0.6571334838867188,9.513915710449218,0.11481124877929688,0.184525829612624
9569,0.7466473388671876,10.919043731689454,0.8265811157226562,0.4870322195745262
9635,0.4201762390136719,9.911938018798828,0.9870474243164064,0.18921451984221613
9702,0.44083328247070314,9.364077301025391,-0.1143621826171875,0.31301887696632563
9769,-1.1259585571289064,10.3416943359375,-0.17618362426757814,0.4453537740243078
9836,0.3972738647460938,10.771600341796876,-0.3634442138671875,0.3307975930072047
9902,-0.74964111328125,10.421927490234376,0.10463241577148438,0.2429038384898198
9969,0.3406915283203125,7.895780639648438,-2.1475840759277345,0.86681232445451
10035,-0.7134164428710937,8.492589569091797,-0.3960763549804688,0.3685218977489874
10103,-0.5777984619140625,9.722282409667969,0.3251239013671875,0.39833084740916863
10169,1.1847862243652345,10.208471374511719,-0.28770172119140625,0.48701192019327866
10235,-1.4331198120117188,9.913584594726563,-0.9846524047851563,0.5802938488306131
10302,0.3035687255859375,9.587562561035156,0.5346881103515625,0.4535679164557607
10369,-1.535357208251953,11.794872436523438,-0.7490423583984376,0.6971620064548382
10435,0.5031037902832032,8.964707794189454,-1.7428257751464844,0.772253263617505
10502,1.1020083618164063,8.39544158935547,-1.683549041748047,0.38696698117028067
10569,-0.9111552429199219,9.954898681640625,-0.6556365966796875,0.5943546473708388
10636,-0.45101211547851566,9.812694396972656,-0.03697311401367188,0.2195442034461058
10702,0.0173638916015625,9.774972839355469,-0.9160949707031251,0.2038960978977548
10769,-0.41613464355468754,10.31145721435547,-0.6328839111328125,0.15861944310268067
10835,-0.7801776123046875,10.822195129394531,-0.3010240173339844,0.21547686753530648
10902,-0.17333953857421877,10.239007873535156,-1.131497039794922,0.2564633479589255
10969,-0.35161880493164066,9.592202911376953,-1.2900173950195313,0.2085981952156685
11036,-0.32183074951171875,9.593699798583986,-0.6599775695800781,0.14381208912612187
11102,-0.28575576782226564,9.270222473144532,-0.45385620117187503,0.12634305212666266
11169,-0.67060546875,10.616073760986328,-0.4592449951171875,0.32771826067478094
11235,-0.6364764404296875,9.447753295898439,-1.139879608154297,0.27052864628398376
11302,0.8053253173828125,9.859097900390626,-1.2954061889648438,0.3689331357620032
11370,-0.4393363952636719,9.272018737792969,-0.12633728027343752,0.3761029895039648
11436,0.07933502197265625,9.733209686279297,0.11451187133789063,0.16919772304105699
11502,0.33485366821289064,9.454788665771485,0.5679190063476562,0.1742383265300761
11569,0.3035687255859375,9.72707244873047,0.7255412292480469,0.0949418736849908
11635,0.10627899169921876,10.287357330322266,1.1731105041503906,0.20728096310095445
11702,0.3806584167480469,9.650581512451172,0.7632627868652344,0.14997093220379468
11769,0.30790969848632815,9.618997192382812,0.9620494079589844,0.044633992177110685
11836,0.6264472961425781,9.800569610595703,0.737666015625,0.09836762244691742
11902,0.46643005371093754,9.690099334716797,0.738713836669922,0.031052136974634003
11969,0.0718505859375,10.146799621582032,1.4599140930175782,0.23272039119748983
12036,0.23022125244140626,10.240804138183595,1.5920892333984376,0.09354890716092623
12102,0.25731491088867187,9.464518432617188,1.4120137023925783,0.18344453847420644
12169,-0.523311767578125,9.542955322265625,1.3510903930664062,0.195526533468415
12236,-0.8267308044433594,9.550140380859375,1.5163467407226563,0.12918338001774796
12302,-0.6375242614746094,9.345665588378907,1.6206797790527345,0.06502097969064143
12369,-1.3756393432617189,9.915231170654298,1.7792001342773438,0.22722195643463144
12436,-0.611927490234375,9.86553451538086,1.7619859313964845,0.14737331383848837
12502,-0.8536747741699219,10.296937408447267,1.9734960937500001,0.1277149960691727
12569,0.93166259765625,10.678194580078125,1.2368778991699219,0.4880655795714265
12636,0.2377056884765625,10.928174743652344,1.282383270263672,0.11711002737811711
12702,0.37437149047851564,10.069410552978516,0.75443115234375,0.23768128425973964
12769,-0.3405418395996094,9.05272476196289,0.5504054260253907,0.35906184952366765
12836,1.366208953857422,8.914412384033204,0.8984317016601563,0.40399798613710136
12902,-0.9598040771484375,9.291029205322266,0.8223898315429687,0.4902721221234185
12970,0.9943821716308594,10.095606079101563,1.5712825012207032,0.46585411431737717
13036,1.462009735107422,10.48105453491211,0.904119873046875,0.28413083263641875
13102,0.5625302124023438,8.242609405517578,0.5411247253417969,0.5628516991560634
13169,-0.09071136474609376,9.518106994628907,1.0385403442382812,0.2949495316940793
13235,-0.14504837036132814,10.516081695556641,1.4435980224609375,0.3283217249456312
13302,0.07035369873046875,10.180030517578125,1.1457174682617188,0.05813321600748736
13370,-0.18052459716796876,9.503736877441407,1.0011181640625,0.18567729882671374
13436,-0.4876858520507813,9.11260025024414,1.2889695739746094,0.17758542093772003
13502,0.011376342773437501,9.195078735351563,1.5307168579101564,0.127916471297335
13569,-0.0061372375488281256,10.493628387451173,1.5703843688964845,0.32298418791845834
13635,-0.5394781494140626,9.09673324584961,1.5453863525390625,0.2978959721691021
13702,-0.4409829711914063,9.77302688598633,-0.082628173828125,0.4193840757804871
13769,-0.6855743408203125,9.608818359375,0.2424957275390625,0.14271407740079325
13836,-0.5126838684082031,9.706714782714844,0.5164260864257812,0.10841272235695953
13902,-0.9437873840332032,9.963131561279297,0.08756790161132813,0.14355528393321365
13969,-0.4805007934570313,9.780361633300782,0.4712200927734375,0.12256686148114565
14036,-0.7146139526367188,8.949589233398438,0.5854325866699219,0.22259661502625128
14103,-0.2881507873535156,9.758357391357423,1.264420623779297,0.25407619623303
14169,0.05134323120117188,10.291698303222656,1.119671630859375,0.20272162145781406
14235,-0.22962249755859376,10.977871398925782,0.7758366394042969,0.160283971010208
14302,-0.18217117309570313,9.355095977783204,0.19175125122070313,0.3336586774129938
14369,0.6248007202148438,8.6077001953125,-0.6972500610351563,0.42145124706480785
14436,-0.16615447998046876,10.759774932861328,0.41433837890625,0.5390227185936269
14502,1.089584197998047,10.85512664794922,0.9123527526855469,0.35847554032617607
14569,1.314716033935547,9.456135864257813,0.8014334106445313,0.33204961292240825
14636,1.3650114440917969,9.102870483398437,0.48454238891601564,0.1892929929154707
14702,1.093326416015625,9.85550537109375,0.3276686096191406,0.1657383729929052
14769,1.1970606994628907,10.672955474853516,0.7994874572753906,0.2627147025681623
14836,0.6177653503417969,11.476185150146485,0.7622149658203126,0.29748731514741045
14902,1.9053877258300782,10.056537322998047,0.26539810180664064,0.4247118063608995
14969,1.3260923767089845,9.019194488525391,-0.24923171997070315,0.37495437796870507
15036,1.6780105590820313,9.476643218994141,-0.22423370361328127,0.12229184465736434
15102,0.4818479919433594,9.430389404296875,0.15343093872070312,0.29889943410251407
15170,1.7329463195800783,10.281220092773438,-0.384400634765625,0.33385562623477666
15236,-0.05718109130859375,9.845176849365235,-0.137713623046875,0.3928426415018073
15302,0.0089813232421875,10.224039001464844,-0.3854484558105469,0.1252774504438037
15370,-0.047151947021484376,9.88229965209961,-0.5667214965820313,0.11130486399143989
15436,1.0536589050292968,9.887688446044923,-0.6611750793457032,0.18859811320477676
15502,-0.2647993469238281,9.790091400146485,-0.17738113403320313,0.3055300243957725
15569,1.268162841796875,9.874366149902345,-0.6584806823730469,0.32607339696766324
15636,0.29189300537109375,10.64960403442383,0.1484912109375,0.31358151898803277
15703,0.3350033569335938,10.055788879394532,-0.3770658874511719,0.1352848745884189
15769,0.37676651000976563,9.522747344970703,-0.41194335937500004,0.16096538758525872
15836,0.7168592834472657,9.739496612548828,-0.09789642333984376,0.04334164298957927
15902,-0.5059478759765625,9.445507965087891,0.14265335083007813,0.2909214447428367
15969,-0.1383123779296875,9.616153106689454,0.20073257446289064,0.06090644019648115
16036,-1.7944683837890625,10.194999389648437,0.4662803649902344,0.44083639825927246
16102,-0.21345611572265627,9.620494079589845,-0.35835479736328124,0.3636213882094498
16169,-1.580413513183594,9.380393371582032,-1.063089294433594,0.5361306667859954
16236,-0.6279441833496094,9.690099334716797,-0.29294082641601565,0.3612924404997706
16302,-0.8851094055175782,11.257340240478516,0.6303392028808594,0.484984538120747
16369,0.6912625122070313,9.421108703613282,-0.09445358276367188,0.5477266629416901
16436,-0.9788145446777344,10.232870635986329,0.4110452270507813,0.35136965929894776
16502,-1.2540921020507814,10.859766998291017,0.040415954589843754,0.2468019424033838
16570,0.7530839538574219,10.685229949951172,-0.9033714294433595,0.529138565925333
16636,-1.2008029174804689,9.383836212158204,-0.8427474975585938,0.6829457027695406
16703,-1.4679972839355468,10.195897521972658,0.5539979553222657,0.17797937411851014
16769,0.659827880859375,10.89015380859375,1.0361453247070314,0.5845600786207278
16836,-0.009430389404296876,9.497150573730469,-0.3668870544433594,0.4328761226115991
16902,-1.1394305419921875,9.756261749267578,0.19728973388671875,0.2983027819957148
16970,-1.768721923828125,9.749974822998047,-0.31569351196289064,0.28526570847511207
17036,1.0271640014648438,9.215735778808595,-0.429906005859375,0.6811966278568904
17103,0.06301895141601563,9.237141265869141,-0.43304946899414065,0.08125939057182266
17169,-1.3076806640625,10.619217224121094,-0.34278717041015627,0.4954532916614536
17236,-0.20866607666015627,8.992549896240234,-0.4367916870117188,0.37159395756278757
17303,1.787882080078125,10.181078338623047,0.3499722290039063,0.617310706190019
17370,0.14684463500976563,10.925180969238282,0.30371841430664065,0.36614495549808257
17435,-1.56873779296875,10.07629623413086,0.4643344116210938,0.5224692383554578
17502,1.8100360107421876,9.761800231933595,1.5696359252929688,0.7847457782017295
17569,-2.055974578857422,10.534343719482422,0.6545887756347657,0.818449450077278
17635,1.2132270812988282,9.864337005615235,1.0365943908691406,0.6359592833491381
17702,-1.0451266479492187,12.404105529785157,2.1049227905273438,0.7814507480389259
17770,1.6221766662597656,9.622889099121094,1.165027313232422,0.8013752967732359
17836,-0.5300477600097656,9.177714843750001,0.8421487426757813,0.4833527550692246
17903,0.0700543212890625,7.59745101928711,1.3763877868652346,0.4711493799920547
17970,0.25387207031250003,8.229137420654297,2.2210812377929687,0.24797595318712537
18036,-0.22588027954101564,10.535391540527344,1.3962963867187501,0.6146709901192088
18103,1.232237548828125,7.596103820800781,2.398761749267578,0.711206817896731
18169,-1.3950988769531252,10.916349334716797,1.7067507934570314,0.8991018569306145
18236,1.8459613037109377,10.295141143798828,0.6442602539062501,0.7298710735345405
18303,-0.24414230346679688,7.543263702392578,0.8845106506347656,0.771186924270757
18370,-0.19175125122070313,8.793014831542969,0.7336244201660157,0.1656609964166149
18436,-0.7286846923828125,8.748856658935548,0.33260833740234375,0.1904723243718007
18503,-0.21764739990234377,9.669741668701173,1.2687615966796875,0.32625507068373644
18570,-0.16914825439453127,10.88581283569336,2.0677999877929687,0.44295337810402996
18636,-0.6197113037109375,9.812993774414062,1.4160552978515626,0.2287378600081409
18703,0.18441650390625,9.641899566650391,1.5563136291503907,0.19577356968893345
18770,-0.023950195312500002,9.171727294921876,1.0147398376464845,0.19271522852782733
18836,-0.19564315795898438,10.0255517578125,1.2602293395996094,0.18634616835516632
18903,-0.04775070190429688,9.882149963378907,1.139879608154297,0.035642830190952636
18970,0.07858657836914062,9.472451934814453,0.6583309936523438,0.16553998579440019
19036,-0.46119094848632813,10.293195190429689,1.3931529235839843,0.26709050106168947
19103,0.21151016235351563,8.943601684570313,0.520916748046875,0.36959748087859806
19170,-0.4680766296386719,10.404114532470704,1.410516815185547,0.3676510391106961
19236,0.3921844482421875,11.659853210449219,2.2254222106933597,0.4940438593570051
19303,-0.49831375122070315,10.910810852050782,2.0793260192871097,0.2007332223407947
19370,0.41808059692382815,7.571255493164063,1.2617262268066407,0.8992733805647289
19436,-1.7004638671875,8.680448913574219,0.9909393310546876,0.5014125568619865
19503,-0.8734336853027345,9.75296859741211,0.8972341918945312,0.4204258378663116
19570,0.7057823181152344,8.823551330566406,0.7988887023925781,0.34634870900575193
19636,0.20567230224609376,10.600655822753907,-0.8973838806152344,0.6177286134229397
19703,-0.42302032470703127,11.560459899902344,0.30072463989257814,0.42373043576958547
19771,1.1473640441894533,11.459120635986329,1.1651770019531251,0.44097267998612866
19837,1.009650421142578,8.9142626953125,0.4878355407714844,0.632080213113446
19904,-0.942440185546875,9.170380096435547,0.16555572509765626,0.4950723145750513
19971,-1.1346405029296875,10.870843963623047,1.494342498779297,0.5319922300077626
20037,1.257235565185547,9.993817749023439,0.24069946289062502,0.61620962399647
20104,-0.28291168212890627,10.32537826538086,0.8038284301757813,0.2645342311221571
20170,-0.7132667541503906,9.535620574951173,0.9511221313476563,0.256449066621183
20237,0.00239501953125,9.712852020263673,0.2477348327636719,0.21159368224796585
20304,0.7000941467285157,9.786798248291015,0.4999603271484375,0.1218577069291273
20371,-0.04071533203125,9.881251831054689,0.23321502685546877,0.093754565367859
20437,-0.15702346801757813,10.942694549560548,0.9376501464843751,0.31958569524893865
20504,0.738863525390625,9.753717041015625,-0.19100280761718752,0.3952886915028464
20571,0.6867718505859375,9.343270568847657,0.4984634399414063,0.19923571086707018
20637,0.6234535217285156,10.796598358154297,0.5906716918945313,0.327409286883083
20704,0.5346881103515625,10.08393035888672,0.6542893981933594,0.104177428249368
20771,0.9958790588378906,9.178313598632814,-0.32168106079101566,0.3618308608590428
20837,0.018411712646484377,9.837093658447266,0.1980381774902344,0.25001124679074865
20904,0.5068460083007813,9.446855163574218,0.4381388854980469,0.1258352503060487
20971,0.861009521484375,9.923164672851563,0.23261627197265627,0.14955261157672764
21037,0.4228706359863281,9.136700134277344,0.41448806762695317,0.19411596532746428
21104,0.9213340759277344,9.048982543945312,-0.11002120971679688,0.1726253817501679
21171,1.4659016418457032,11.049272918701172,0.6623725891113281,0.5356067180687359
21237,1.2618759155273438,11.242521057128906,0.6677613830566407,0.08154819706070811
21304,0.9595046997070313,9.14942367553711,0.40894958496093753,0.4168265058056631
21371,1.8302439880371095,9.807155914306641,-0.1477427673339844,0.25796644623119247
21437,1.205892333984375,9.785151672363282,0.15432907104492188,0.11337094313264863
21504,1.0202783203125,10.931916961669922,1.5033238220214844,0.45729833840402234
21571,0.57240966796875,11.67287612915039,0.6352789306640625,0.3166826243198969
21637,1.561552734375,10.68268524169922,1.3918057250976563,0.32273945189075803
21704,1.3226495361328126,9.089248809814453,0.7226971435546875,0.462304266664188
21771,0.18965560913085938,10.420131225585939,1.0457254028320313,0.3641499753254282
21837,-0.024998016357421875,10.09111541748047,1.2528945922851562,0.1428315604479691
21904,0.9210346984863281,9.2591455078125,0.5682183837890625,0.3351446709198342
21971,0.5325924682617188,9.341773681640625,0.9119036865234376,0.07353652409066705
22038,0.2177970886230469,10.744806060791015,0.40745269775390625,0.3721645674356189
22104,1.1678713989257814,10.966345367431641,1.370849304199219,0.3334042569871663
22171,1.498982849121094,11.942764892578126,0.4531077575683594,0.35747060673408365
22238,-0.2664459228515625,10.46279251098633,-0.056582336425781254,0.5341749132647167
22304,0.5194198608398438,9.613009643554689,0.6363267517089845,0.32954267911912855
22372,0.9122030639648437,10.27313690185547,0.0676593017578125,0.18851177892597168
22438,1.6167878723144533,11.488459625244142,0.8759783935546875,0.42451281490540843
22505,-0.7538323974609376,9.553433532714845,1.2528945922851562,0.6879569987374209
22572,0.47301635742187503,6.977739715576172,-0.9503736877441407,0.9220442599695897
22638,1.0374925231933594,6.738088073730469,-0.7809260559082032,0.31921116509439396
22705,0.04999603271484375,10.623558197021485,0.9054670715332032,1.0139708798057037
22772,1.32205078125,11.635753326416015,2.3071522521972656,0.7109632398604285
22838,2.369572448730469,10.35456756591797,3.0326934814453126,0.44363362776334475
22905,-0.6456074523925781,10.158325653076172,1.4159056091308595,0.7784754595534882
22972,-1.2638218688964844,8.14635955810547,2.2281166076660157,0.6542481341882149
23037,-0.8945397949218751,8.921298065185548,1.4389576721191406,0.17628508338511528
23104,-0.3020718383789063,8.997789001464843,2.5632696533203125,0.2848568672672693
23172,-1.0436297607421876,7.907905426025391,2.677482147216797,0.2816722366654902
23238,0.16705261230468751,7.7655514526367195,2.1281245422363284,0.25002507953864306
23305,-0.38320312500000003,10.019564208984375,3.287014617919922,0.6055166855118035
23372,-0.6258485412597656,10.23047561645508,4.296215972900391,0.3783206472828632
23438,0.18336868286132812,10.907218322753907,3.8336778259277344,0.2845684579092415
23504,1.5114070129394532,8.829688568115234,3.959116973876953,0.5996177213946379
23572,-2.0350181579589846,8.70634506225586,3.2434552001953127,0.8242328840097055
23638,-0.281414794921875,7.778574371337891,2.947071533203125,0.2850148086899365
23705,0.06795867919921875,8.679999847412109,3.0228140258789065,0.1508926745233333
23772,-0.22183868408203125,9.087602233886718,3.5813026428222656,0.178973398466195
23838,0.28725265502929687,10.524464263916016,4.048181762695313,0.43157695351486247
23904,1.030906219482422,8.860225067138673,3.007545776367188,0.4448999267951557
23972,-0.20207977294921875,9.245972900390626,2.339335327148438,0.35850335773703107
24038,-0.5959107971191406,9.320068817138672,2.2061123657226562,0.17285219611167768
