Registro GPS
Articolo	Data	Elapse (s)	Longitudine	Latitudine	Altitudine (m)	Corso	Velocità (km/h)	Distanza totale (km)	
295	2019-05-05 17:54:14.416	306,0	12,532289	41,903846	23,9	14,6	73,4	3,561
296	2019-05-05 17:54:15.416	307,0	12,532385	41,903988	24,1	13,6	63,6	3,578
297	2019-05-05 17:54:16.416	308,0	12,532466	41,904126	24,4	12,6	60,3	3,595
298	2019-05-05 17:54:17.416	309,0	12,532542	41,904241	24,8	12,6	51,4	3,609
299	2019-05-05 17:54:18.416	310,0	12,532607	41,904370	24,7	12,6	55,1	3,625
300	2019-05-05 17:54:19.416	311,0	12,532673	41,904496	24,4	11,6	54,2	3,640
301	2019-05-05 17:54:20.416	312,0	12,532731	41,904629	24,1	11,6	56,2	3,655
302	2019-05-05 17:54:21.416	313,0	12,532774	41,904742	24,1	15,8	47,0	3,669
303	2019-05-05 17:54:22.416	314,0	12,532807	41,904854	24,2	21,3	45,8	3,681
304	2019-05-05 17:54:23.416	315,0	12,532840	41,904927	24,2	26,7	30,7	3,690
305	2019-05-05 17:54:24.416	316,0	12,532948	41,904982	24,1	30,9	38,9	3,701
306	2019-05-05 17:54:25.416	317,0	12,532993	41,905050	24,2	34,1	30,5	3,709
307	2019-05-05 17:54:26.416	318,0	12,533075	41,905119	24,4	35,3	36,9	3,719
308	2019-05-05 17:54:27.416	319,0	12,533174	41,905201	24,5	35,3	44,0	3,732
309	2019-05-05 17:54:28.416	320,0	12,533285	41,905293	24,3	35,3	49,6	3,745
310	2019-05-05 17:54:29.416	321,0	12,533376	41,905369	23,8	35,3	40,6	3,757
311	2019-05-05 17:54:30.416	322,0	12,533493	41,905480	23,6	35,3	56,6	3,772
312	2019-05-05 17:54:31.416	323,0	12,533605	41,905587	23,6	35,3	54,3	3,787
313	2019-05-05 17:54:32.416	324,0	12,533717	41,905690	23,8	35,3	52,9	3,802
314	2019-05-05 17:54:33.416	325,0	12,533833	41,905797	24,0	34,2	55,0	3,817
315	2019-05-05 17:54:34.416	326,0	12,533968	41,905921	24,0	32,2	64,1	3,835
316	2019-05-05 17:54:35.416	327,0	12,534033	41,906000	24,0	30,1	36,9	3,845
317	2019-05-05 17:54:36.416	328,0	12,534094	41,906116	24,2	23,7	50,0	3,859
318	2019-05-05 17:54:37.416	329,0	12,534118	41,906187	24,6	18,4	29,4	3,867
319	2019-05-05 17:54:38.416	330,0	12,534148	41,906311	24,8	13,0	50,6	3,882
320	2019-05-05 17:54:39.416	331,0	12,534161	41,906411	24,9	8,8	39,9	3,893
321	2019-05-05 17:54:40.416	332,0	12,534166	41,906495	24,8	3,4	33,6	3,902
322	2019-05-05 17:54:41.416	333,0	12,534167	41,906558	24,9	358,0	25,5	3,909
323	2019-05-05 17:54:42.416	334,0	12,534170	41,906632	25,3	351,4	29,5	3,917
324	2019-05-05 17:54:43.416	335,0	12,534163	41,906754	25,0	350,4	48,9	3,931
325	2019-05-05 17:54:44.416	336,0	12,534143	41,906866	24,5	350,4	45,3	3,943
326	2019-05-05 17:54:45.416	337,0	12,534118	41,906989	24,2	350,4	49,6	3,957
327	2019-05-05 17:54:46.416	338,0	12,534084	41,907130	24,2	350,4	57,3	3,973
328	2019-05-05 17:54:47.416	339,0	12,534054	41,907274	24,3	349,3	58,5	3,989
329	2019-05-05 17:54:48.416	340,0	12,534026	41,907413	24,5	349,3	56,1	4,005
330	2019-05-05 17:54:49.416	341,0	12,533995	41,907560	24,8	349,3	59,6	4,021
331	2019-05-05 17:54:50.416	342,0	12,533967	41,907707	25,1	349,3	59,4	4,038
332	2019-05-05 17:54:51.416	343,0	12,533944	41,907855	25,2	349,3	59,7	4,055
333	2019-05-05 17:54:52.416	344,0	12,533916	41,907999	25,5	349,3	58,4	4,071
334	2019-05-05 17:54:53.416	345,0	12,533897	41,908127	26,0	349,3	51,5	4,085
335	2019-05-05 17:54:54.416	346,0	12,533873	41,908233	26,6	349,3	42,8	4,097
336	2019-05-05 17:54:55.416	347,0	12,533847	41,908380	26,6	349,3	59,7	4,114
337	2019-05-05 17:54:56.416	348,0	12,533828	41,908508	26,0	349,3	51,4	4,128
338	2019-05-05 17:54:57.416	349,0	12,533809	41,908636	25,7	350,3	51,4	4,142
339	2019-05-05 17:54:58.416	350,0	12,533794	41,908763	25,5	351,3	51,4	4,156
340	2019-05-05 17:54:59.416	351,0	12,533787	41,908847	25,2	353,4	33,3	4,166
341	2019-05-05 17:55:00.416	352,0	12,533787	41,908847	25,0	353,4	0,0	4,166
342	2019-05-05 17:55:07.416	359,0	12,533897	41,909135	21,9	64,5	17,1	4,199
343	2019-05-05 17:55:08.416	360,0	12,533973	41,909221	21,6	64,5	41,4	4,210
344	2019-05-05 17:55:09.416	361,0	12,534029	41,909262	21,3	64,5	23,1	4,217
345	2019-05-05 17:55:10.416	362,0	12,534084	41,909275	20,3	64,5	17,2	4,222
346	2019-05-05 17:55:11.416	363,0	12,534166	41,909297	20,0	64,5	25,9	4,229
347	2019-05-05 17:55:12.416	364,0	12,534156	41,909294	19,7	64,5	3,3	4,230
348	2019-05-05 17:55:13.416	365,0	12,534156	41,909319	19,6	64,5	10,1	4,233
349	2019-05-05 17:55:14.416	366,0	12,534149	41,909329	19,4	64,5	4,4	4,234
350	2019-05-05 17:55:15.416	367,0	12,534152	41,909342	19,7	64,5	5,3	4,235
351	2019-05-05 17:55:16.416	368,0	12,534152	41,909342	19,7	64,5	0,0	4,235
352	2019-05-05 17:55:17.416	369,0	12,534152	41,909342	19,7	64,5	0,0	4,235
353	2019-05-05 17:55:18.416	370,0	12,534152	41,909342	19,7	64,5	0,0	4,235
354	2019-05-05 17:55:19.416	371,0	12,534152	41,909342	19,7	64,5	0,0	4,235
355	2019-05-05 17:55:20.416	372,0	12,534152	41,909342	19,7	64,5	0,0	4,235
356	2019-05-05 17:55:21.416	373,0	12,534152	41,909342	19,7	64,5	0,0	4,235
357	2019-05-05 17:55:22.416	374,0	12,534152	41,909342	19,7	64,5	0,0	4,235
358	2019-05-05 17:55:23.416	375,0	12,534152	41,909342	19,7	64,5	0,0	4,235
359	2019-05-05 17:55:24.416	376,0	12,534152	41,909342	19,7	64,5	0,0	4,235
360	2019-05-05 17:55:25.416	377,0	12,534152	41,909342	19,7	64,5	0,0	4,235
361	2019-05-05 17:55:26.416	378,0	12,534146	41,909340	26,1	64,5	2,2	4,236
362	2019-05-05 17:55:27.416	379,0	12,534133	41,909329	27,2	66,6	5,7	4,237
363	2019-05-05 17:55:28.416	380,0	12,534143	41,909325	28,7	72,2	3,3	4,238
364	2019-05-05 17:55:29.416	381,0	12,534166	41,909320	29,8	78,9	7,1	4,240
365	2019-05-05 17:55:30.416	382,0	12,534205	41,909324	30,5	85,3	11,8	4,244
366	2019-05-05 17:55:31.416	383,0	12,534172	41,909227	31,6	93,2	40,1	4,255
367	2019-05-05 17:55:32.416	384,0	12,534213	41,909220	32,4	102,1	12,6	4,258
368	2019-05-05 17:55:33.416	385,0	12,534237	41,909213	33,7	113,1	7,8	4,260
369	2019-05-05 17:55:34.416	386,0	12,534270	41,909195	34,6	122,2	12,1	4,264
370	2019-05-05 17:55:35.416	387,0	12,534305	41,909173	35,2	128,8	13,8	4,268
371	2019-05-05 17:55:36.416	388,0	12,534328	41,909158	35,5	134,2	8,8	4,270
372	2019-05-05 17:55:37.416	389,0	12,534377	41,909126	35,9	140,7	19,5	4,275
373	2019-05-05 17:55:38.416	390,0	12,534391	41,909117	36,3	147,2	5,6	4,277
374	2019-05-05 17:55:39.416	391,0	12,534431	41,909090	36,5	155,3	16,0	4,281
375	2019-05-05 17:55:40.416	392,0	12,534453	41,909075	37,1	168,8	9,0	4,284
376	2019-05-05 17:55:41.416	393,0	12,534451	41,909076	37,4	181,5	0,7	4,284
377	2019-05-05 17:55:42.416	394,0	12,534452	41,909076	37,3	183,6	0,0	4,284
378	2019-05-05 17:55:43.416	395,0	12,534451	41,909009	36,9	183,6	26,9	4,292
379	2019-05-05 17:55:44.416	396,0	12,534447	41,908982	36,1	183,6	10,8	4,295
380	2019-05-05 17:55:45.416	397,0	12,534428	41,908896	34,8	182,6	35,1	4,304
381	2019-05-05 17:55:46.416	398,0	12,534413	41,908822	33,8	181,6	29,8	4,313
382	2019-05-05 17:55:47.416	399,0	12,534394	41,908734	32,8	181,6	35,6	4,323
383	2019-05-05 17:55:48.416	400,0	12,534371	41,908629	33,0	188,4	42,5	4,334
384	2019-05-05 17:55:49.416	401,0	12,534351	41,908537	32,9	207,4	37,5	4,345
385	2019-05-05 17:55:50.416	402,0	12,534331	41,908443	33,2	230,5	38,0	4,355
386	2019-05-05 17:55:51.416	403,0	12,534313	41,908362	33,2	253,0	33,0	4,364
387	2019-05-05 17:55:52.416	404,0	12,534238	41,908268	32,9	264,9	43,6	4,377
388	2019-05-05 17:55:53.416	405,0	12,534134	41,908228	32,4	275,4	35,0	4,386
389	2019-05-05 17:55:54.416	406,0	12,533994	41,908158	31,9	293,2	50,2	4,400
390	2019-05-05 17:55:55.416	407,0	12,533955	41,908174	31,4	317,6	13,5	4,404
391	2019-05-05 17:55:56.416	408,0	12,533964	41,908352	31,2	339,5	71,0	4,424
392	2019-05-05 17:55:57.416	409,0	12,533951	41,908427	31,0	341,7	30,3	4,432
393	2019-05-05 17:55:58.416	410,0	12,533937	41,908507	31,0	341,7	32,6	4,441
394	2019-05-05 17:55:59.416	411,0	12,533922	41,908594	31,4	342,7	35,1	4,451
395	2019-05-05 17:56:00.416	412,0	12,533905	41,908688	31,6	344,7	37,9	4,461
396	2019-05-05 17:56:01.416	413,0	12,533889	41,908784	31,9	344,7	38,7	4,472
397	2019-05-05 17:56:02.416	414,0	12,533873	41,908876	32,0	345,8	37,0	4,483
398	2019-05-05 17:56:03.416	415,0	12,533859	41,908952	31,5	345,8	30,8	4,491
399	2019-05-05 17:56:04.416	416,0	12,533827	41,909084	31,0	345,8	53,6	4,506
400	2019-05-05 17:56:05.416	417,0	12,533808	41,909163	30,2	345,8	32,1	4,515
401	2019-05-05 17:56:06.416	418,0	12,533797	41,909212	29,2	345,8	20,0	4,520
402	2019-05-05 17:56:07.416	419,0	12,533773	41,909325	28,1	345,8	45,9	4,533
403	2019-05-05 17:56:08.416	420,0	12,533758	41,909393	27,1	345,8	27,5	4,541
404	2019-05-05 17:56:09.416	421,0	12,533741	41,909474	26,8	344,8	32,8	4,550
405	2019-05-05 17:56:10.416	422,0	12,533725	41,909545	26,8	343,7	28,7	4,558
406	2019-05-05 17:56:11.416	423,0	12,533709	41,909617	26,9	342,7	29,1	4,566
407	2019-05-05 17:56:12.416	424,0	12,533691	41,909695	27,4	340,6	31,6	4,575
408	2019-05-05 17:56:13.416	425,0	12,533671	41,909778	27,7	339,6	33,8	4,584
409	2019-05-05 17:56:14.416	426,0	12,533654	41,909847	27,8	339,6	28,0	4,592
410	2019-05-05 17:56:15.416	427,0	12,533629	41,909924	27,6	337,4	31,8	4,601
411	2019-05-05 17:56:16.416	428,0	12,533586	41,910026	27,6	335,3	42,7	4,613
412	2019-05-05 17:56:17.416	429,0	12,533553	41,910082	27,4	334,3	24,6	4,619
413	2019-05-05 17:56:18.416	430,0	12,533522	41,910130	27,3	333,3	21,6	4,625
414	2019-05-05 17:56:19.416	431,0	12,533490	41,910178	27,1	331,2	21,4	4,631
415	2019-05-05 17:56:20.416	432,0	12,533447	41,910242	26,6	330,2	28,6	4,639
416	2019-05-05 17:56:21.416	433,0	12,533407	41,910300	26,3	330,2	26,0	4,647
417	2019-05-05 17:56:22.416	434,0	12,533366	41,910359	26,2	330,2	26,7	4,654
418	2019-05-05 17:56:23.416	435,0	12,533320	41,910423	25,9	330,2	29,0	4,662
419	2019-05-05 17:56:24.416	436,0	12,533278	41,910484	25,7	330,2	27,3	4,670
420	2019-05-05 17:56:25.416	437,0	12,533238	41,910543	25,5	330,2	26,8	4,677
421	2019-05-05 17:56:26.416	438,0	12,533199	41,910601	25,7	330,2	25,7	4,684
422	2019-05-05 17:56:27.416	439,0	12,533158	41,910662	25,8	329,2	27,3	4,692
423	2019-05-05 17:56:28.416	440,0	12,533116	41,910724	25,7	329,2	27,9	4,700
424	2019-05-05 17:56:29.416	441,0	12,533067	41,910796	25,8	329,2	32,4	4,709
425	2019-05-05 17:56:30.416	442,0	12,533023	41,910862	26,3	329,2	29,3	4,717
426	2019-05-05 17:56:31.416	443,0	12,532980	41,910925	26,8	329,2	28,3	4,725
427	2019-05-05 17:56:32.416	444,0	12,532936	41,910989	27,2	328,2	28,6	4,733
428	2019-05-05 17:56:33.416	445,0	12,532900	41,911041	27,7	328,2	23,5	4,739
429	2019-05-05 17:56:34.416	446,0	12,532858	41,911102	28,1	326,2	27,4	4,747
430	2019-05-05 17:56:35.416	447,0	12,532816	41,911163	28,5	326,2	27,5	4,754
431	2019-05-05 17:56:36.416	448,0	12,532801	41,911184	28,9	330,5	9,4	4,757
432	2019-05-05 17:56:37.416	449,0	12,532721	41,911298	29,3	325,8	51,8	4,771
433	2019-05-05 17:56:38.416	450,0	12,532614	41,911337	29,7	323,6	35,5	4,781
434	2019-05-05 17:56:39.416	451,0	12,532557	41,911403	29,9	324,7	31,4	4,790
435	2019-05-05 17:56:40.416	452,0	12,532501	41,911471	30,4	326,7	31,8	4,799
436	2019-05-05 17:56:41.416	453,0	12,532457	41,911540	30,9	326,7	30,8	4,807
437	2019-05-05 17:56:42.416	454,0	12,532413	41,911608	31,3	327,7	30,1	4,816
438	2019-05-05 17:56:43.416	455,0	12,532377	41,911677	31,6	328,7	29,5	4,824
439	2019-05-05 17:56:44.416	456,0	12,532337	41,911754	31,6	328,7	33,1	4,833
440	2019-05-05 17:56:45.416	457,0	12,532335	41,911757	31,6	328,7	1,4	4,833
441	2019-05-05 17:56:46.416	458,0	12,532316	41,911789	31,5	328,7	13,9	4,837
442	2019-05-05 17:56:47.416	459,0	12,532290	41,911834	31,5	328,7	19,8	4,843
443	2019-05-05 17:56:48.416	460,0	12,532256	41,911891	31,5	328,7	24,8	4,850
444	2019-05-05 17:56:49.416	461,0	12,532218	41,911957	31,5	324,4	28,9	4,858
445	2019-05-05 17:56:50.416	462,0	12,532101	41,912213	31,9	325,5	108,2	4,888
446	2019-05-05 17:56:51.416	463,0	12,532035	41,912302	25,5	331,0	40,4	4,899
447	2019-05-05 17:56:52.416	464,0	12,531998	41,912380	27,2	335,2	33,5	4,908
448	2019-05-05 17:56:53.416	465,0	12,531927	41,912468	28,8	337,4	40,8	4,920
449	2019-05-05 17:56:54.416	466,0	12,531887	41,912525	30,2	337,4	26,0	4,927
450	2019-05-05 17:56:55.416	467,0	12,531858	41,912590	31,4	335,4	27,1	4,934
451	2019-05-05 17:56:56.416	468,0	12,531812	41,912656	32,6	334,4	29,9	4,943
452	2019-05-05 17:56:58.416	470,0	12,531720	41,912699	33,6	333,4	16,1	4,952
453	2019-05-05 17:56:59.416	471,0	12,531640	41,912816	35,2	333,4	52,6	4,966
454	2019-05-05 17:57:00.416	472,0	12,531611	41,912856	38,0	332,3	18,3	4,971
455	2019-05-05 17:57:01.416	473,0	12,531576	41,912908	38,1	332,3	23,1	4,978
456	2019-05-05 17:57:02.416	474,0	12,531539	41,912956	38,3	332,3	22,3	4,984
457	2019-05-05 17:57:03.416	475,0	12,531506	41,913001	38,5	333,3	20,4	4,990
458	2019-05-05 17:57:04.416	476,0	12,531465	41,913055	38,8	333,3	25,0	4,997
459	2019-05-05 17:57:05.416	477,0	12,531424	41,913111	39,0	333,3	25,4	5,004
460	2019-05-05 17:57:06.416	478,0	12,531383	41,913170	39,2	332,3	26,7	5,011
461	2019-05-05 17:57:07.416	479,0	12,531344	41,913225	39,2	332,3	24,9	5,018
462	2019-05-05 17:57:08.416	480,0	12,531310	41,913286	39,0	332,3	26,2	5,025
463	2019-05-05 17:57:09.416	481,0	12,531283	41,913335	38,6	332,3	21,2	5,031
464	2019-05-05 17:57:10.416	482,0	12,531250	41,913397	38,1	331,3	26,9	5,039
465	2019-05-05 17:57:11.416	483,0	12,531213	41,913466	37,5	331,3	29,7	5,047
466	2019-05-05 17:57:12.416	484,0	12,531175	41,913537	36,7	331,3	30,3	5,055
467	2019-05-05 17:57:14.416	486,0	12,531133	41,913610	35,9	331,3	16,0	5,064
468	2019-05-05 17:57:15.416	487,0	12,531067	41,913726	34,8	333,5	50,3	5,078
469	2019-05-05 17:57:16.416	488,0	12,531034	41,913784	34,6	334,5	25,3	5,085
470	2019-05-05 17:57:17.416	489,0	12,531004	41,913837	34,6	338,4	23,1	5,092
471	2019-05-05 17:57:18.416	490,0	12,530976	41,913886	34,4	338,4	21,2	5,097
472	2019-05-05 17:57:19.416	491,0	12,530952	41,913928	34,5	338,4	18,4	5,103
473	2019-05-05 17:57:20.416	492,0	12,530928	41,913970	34,7	337,3	18,2	5,108
474	2019-05-05 17:57:21.416	493,0	12,530901	41,914018	34,9	336,3	20,7	5,113
475	2019-05-05 17:57:22.416	494,0	12,530877	41,914060	34,8	336,3	18,3	5,118
476	2019-05-05 17:57:23.416	495,0	12,530851	41,914106	34,7	336,3	20,1	5,124
477	2019-05-05 17:57:24.416	496,0	12,530827	41,914149	34,6	336,3	18,4	5,129
478	2019-05-05 17:57:25.416	497,0	12,530805	41,914188	34,7	335,3	16,9	5,134
479	2019-05-05 17:57:26.416	498,0	12,530781	41,914229	34,7	335,3	18,1	5,139
480	2019-05-05 17:57:27.416	499,0	12,530755	41,914275	34,7	334,2	19,7	5,144
481	2019-05-05 17:57:28.416	500,0	12,530729	41,914321	34,5	334,2	20,3	5,150
482	2019-05-05 17:57:29.416	501,0	12,530704	41,914365	34,2	334,2	18,9	5,155
483	2019-05-05 17:57:30.416	502,0	12,530679	41,914409	33,8	335,2	19,0	5,161
484	2019-05-05 17:57:31.416	503,0	12,530656	41,914448	33,4	335,2	17,2	5,165
485	2019-05-05 17:57:32.416	504,0	12,530626	41,914501	33,1	334,2	22,9	5,172
486	2019-05-05 17:57:33.416	505,0	12,530595	41,914555	32,8	334,2	23,7	5,178
487	2019-05-05 17:57:34.416	506,0	12,530561	41,914615	32,5	334,2	25,9	5,185
488	2019-05-05 17:57:35.416	507,0	12,530525	41,914678	32,2	333,2	27,3	5,193
489	2019-05-05 17:57:36.416	508,0	12,530488	41,914740	32,0	333,2	27,3	5,201
490	2019-05-05 17:57:37.416	509,0	12,530450	41,914807	31,6	333,2	29,0	5,209
491	2019-05-05 17:57:38.416	510,0	12,530411	41,914874	31,1	333,2	29,3	5,217
492	2019-05-05 17:57:39.416	511,0	12,530374	41,914937	30,7	334,2	27,5	5,224
493	2019-05-05 17:57:40.416	512,0	12,530338	41,914997	30,1	330,5	26,3	5,232
494	2019-05-05 17:57:41.416	513,0	12,530305	41,915055	29,7	329,3	25,0	5,239
495	2019-05-05 17:57:42.416	514,0	12,530271	41,915112	29,8	329,3	25,1	5,246
496	2019-05-05 17:57:43.416	515,0	12,530241	41,915162	29,7	328,3	21,9	5,252
497	2019-05-05 17:57:44.416	516,0	12,530219	41,915200	29,5	316,3	16,5	5,256
498	2019-05-05 17:57:45.416	517,0	12,530196	41,915239	29,1	292,9	16,8	5,261
499	2019-05-05 17:57:46.416	518,0	12,530181	41,915265	28,9	267,4	11,5	5,264
500	2019-05-05 17:57:47.416	519,0	12,530164	41,915275	28,8	251,5	6,5	5,266
501	2019-05-05 17:57:48.416	520,0	12,530175	41,915275	28,9	245,1	3,2	5,267
502	2019-05-05 17:57:49.416	521,0	12,530175	41,915274	29,3	245,1	0,7	5,267
503	2019-05-05 17:57:50.416	522,0	12,530174	41,915276	29,9	245,1	0,8	5,267
504	2019-05-05 17:57:51.416	523,0	12,530174	41,915277	30,4	245,1	0,0	5,267
505	2019-05-05 17:57:52.416	524,0	12,530174	41,915277	30,7	245,1	0,3	5,267
506	2019-05-05 17:57:53.416	525,0	12,530173	41,915278	31,0	245,1	0,8	5,268
507	2019-05-05 17:57:54.416	526,0	12,530174	41,915277	31,3	245,1	0,8	5,268
508	2019-05-05 17:57:55.416	527,0	12,530175	41,915275	31,6	245,1	0,9	5,268
509	2019-05-05 17:57:56.416	528,0	12,530175	41,915274	31,8	245,1	0,0	5,268
510	2019-05-05 17:57:57.416	529,0	12,530176	41,915272	31,8	245,1	1,1	5,268
511	2019-05-05 17:57:58.416	530,0	12,530178	41,915270	31,9	245,1	0,8	5,269
512	2019-05-05 17:57:59.416	531,0	12,530180	41,915266	31,9	245,1	1,9	5,269
513	2019-05-05 17:58:00.416	532,0	12,530182	41,915263	31,9	245,1	1,0	5,270
514	2019-05-05 17:58:01.416	533,0	12,530183	41,915262	32,0	239,7	0,8	5,270
515	2019-05-05 17:58:02.416	534,0	12,530182	41,915263	32,0	224,1	0,7	5,270
516	2019-05-05 17:58:03.416	535,0	12,530181	41,915265	32,0	208,0	0,8	5,270
517	2019-05-05 17:58:04.416	536,0	12,530179	41,915267	31,9	185,6	1,1	5,270
518	2019-05-05 17:58:05.416	537,0	12,530177	41,915271	31,7	167,4	1,7	5,271
519	2019-05-05 17:58:06.416	538,0	12,530181	41,915264	31,4	156,7	3,2	5,272
520	2019-05-05 17:58:07.416	539,0	12,530067	41,915206	31,3	153,5	41,3	5,283
521	2019-05-05 17:58:08.416	540,0	12,530103	41,915144	31,5	153,5	27,1	5,291
522	2019-05-05 17:58:09.416	541,0	12,530138	41,915084	31,7	153,5	26,1	5,298
523	2019-05-05 17:58:10.416	542,0	12,530176	41,915019	32,0	152,5	28,6	5,306
524	2019-05-05 17:58:11.416	543,0	12,530217	41,914948	32,2	151,4	30,8	5,315
525	2019-05-05 17:58:12.416	544,0	12,530255	41,914882	32,4	152,5	28,7	5,323
526	2019-05-05 17:58:13.416	545,0	12,530298	41,914810	32,5	153,5	31,6	5,331
527	2019-05-05 17:58:14.416	546,0	12,530342	41,914733	32,6	153,5	33,5	5,341
528	2019-05-05 17:58:15.416	547,0	12,530385	41,914659	32,6	153,5	32,0	5,349
529	2019-05-05 17:58:16.416	548,0	12,530427	41,914587	32,7	153,5	31,4	5,358
530	2019-05-05 17:58:17.416	549,0	12,530471	41,914512	32,7	153,5	32,8	5,367
531	2019-05-05 17:58:18.416	550,0	12,530514	41,914438	32,7	152,5	32,5	5,376
532	2019-05-05 17:58:19.416	551,0	12,530558	41,914362	32,8	152,5	33,0	5,386
533	2019-05-05 17:58:20.416	552,0	12,530594	41,914300	33,0	152,5	27,0	5,393
534	2019-05-05 17:58:21.416	553,0	12,530614	41,914267	32,7	152,5	14,4	5,397
535	2019-05-05 17:58:22.416	554,0	12,530620	41,914257	32,5	152,5	4,6	5,398
536	2019-05-05 17:58:23.416	555,0	12,530620	41,914256	32,3	152,5	0,3	5,398
537	2019-05-05 17:58:24.416	556,0	12,530620	41,914257	32,3	152,5	0,7	5,399
538	2019-05-05 17:58:25.416	557,0	12,530622	41,914253	32,5	152,5	1,5	5,399
539	2019-05-05 17:58:26.416	558,0	12,530620	41,914257	32,7	152,5	1,6	5,399
540	2019-05-05 17:58:27.416	559,0	12,530628	41,914243	32,9	154,5	6,2	5,401
541	2019-05-05 17:58:28.416	560,0	12,530637	41,914226	33,0	155,5	7,3	5,403
542	2019-05-05 17:58:29.416	561,0	12,530650	41,914205	33,0	156,5	9,4	5,406
543	2019-05-05 17:58:30.416	562,0	12,530663	41,914182	32,8	156,5	10,1	5,409
544	2019-05-05 17:58:31.416	563,0	12,530673	41,914164	32,6	154,4	7,6	5,411
545	2019-05-05 17:58:32.416	564,0	12,530686	41,914142	32,2	152,3	9,7	5,413
546	2019-05-05 17:58:33.416	565,0	12,530702	41,914114	31,7	150,2	12,2	5,417
547	2019-05-05 17:58:34.416	566,0	12,530720	41,914083	31,2	150,2	13,5	5,421
548	2019-05-05 17:58:35.416	567,0	12,530744	41,914040	30,5	151,3	18,4	5,426
549	2019-05-05 17:58:36.416	568,0	12,530778	41,913983	30,0	151,3	25,1	5,433
550	2019-05-05 17:58:37.416	569,0	12,530818	41,913912	29,6	152,3	30,7	5,441
551	2019-05-05 17:58:38.416	570,0	12,530861	41,913838	29,2	154,7	32,5	5,450
552	2019-05-05 17:58:39.416	571,0	12,530899	41,913771	28,8	155,7	29,0	5,458
553	2019-05-05 17:58:40.416	572,0	12,530944	41,913694	28,5	155,7	33,7	5,468
554	2019-05-05 17:58:41.416	573,0	12,530980	41,913630	28,2	155,7	27,6	5,475
555	2019-05-05 17:58:42.416	574,0	12,531013	41,913571	27,9	155,7	25,6	5,482
556	2019-05-05 17:58:43.416	575,0	12,531047	41,913510	27,7	155,7	26,3	5,490
557	2019-05-05 17:58:44.416	576,0	12,531083	41,913450	27,6	155,7	26,5	5,497
558	2019-05-05 17:58:45.416	577,0	12,531117	41,913393	27,6	155,7	25,1	5,504
559	2019-05-05 17:58:46.416	578,0	12,531150	41,913338	27,5	154,6	23,7	5,511
560	2019-05-05 17:58:47.416	579,0	12,531177	41,913293	27,6	154,6	19,9	5,516
561	2019-05-05 17:58:48.416	580,0	12,531205	41,913247	27,6	154,6	20,5	5,522
562	2019-05-05 17:58:49.416	581,0	12,531230	41,913205	27,6	159,0	18,3	5,527
563	2019-05-05 17:58:50.416	582,0	12,531248	41,913174	27,6	163,2	13,3	5,531
564	2019-05-05 17:58:51.416	583,0	12,531262	41,913151	27,7	163,2	10,1	5,533
565	2019-05-05 17:58:52.416	584,0	12,531266	41,913144	27,8	163,2	3,3	5,534
566	2019-05-05 17:58:53.416	585,0	12,531264	41,913147	27,9	161,0	1,5	5,535
567	2019-05-05 17:58:54.416	586,0	12,531267	41,913143	28,0	155,7	2,0	5,535
568	2019-05-05 17:58:55.416	587,0	12,531272	41,913135	28,1	151,4	3,4	5,536
569	2019-05-05 17:58:56.416	588,0	12,531283	41,913115	28,0	151,4	8,7	5,539
570	2019-05-05 17:58:57.416	589,0	12,531297	41,913093	27,8	153,5	9,8	5,541
571	2019-05-05 17:58:58.416	590,0	12,531321	41,913054	27,6	153,5	17,1	5,546
572	2019-05-05 17:58:59.416	591,0	12,531350	41,913006	27,4	153,5	21,2	5,552
573	2019-05-05 17:59:00.416	592,0	12,531389	41,912942	27,5	153,5	28,0	5,560
574	2019-05-05 17:59:01.416	593,0	12,531436	41,912866	27,6	153,5	33,6	5,569
575	2019-05-05 17:59:02.416	594,0	12,531483	41,912789	27,9	153,5	33,6	5,578
576	2019-05-05 17:59:03.416	595,0	12,531538	41,912700	28,0	153,5	39,2	5,589
577	2019-05-05 17:59:04.416	596,0	12,531593	41,912611	28,4	152,5	39,2	5,600
578	2019-05-05 17:59:05.416	597,0	12,531650	41,912519	28,8	152,5	40,7	5,612
579	2019-05-05 17:59:06.416	598,0	12,531699	41,912440	28,9	152,5	34,7	5,621
580	2019-05-05 17:59:07.416	599,0	12,531752	41,912355	29,1	152,5	37,7	5,632
581	2019-05-05 17:59:08.416	600,0	12,531804	41,912271	29,4	152,5	36,9	5,642
582	2019-05-05 17:59:09.416	601,0	12,531863	41,912177	29,8	151,4	41,5	5,653
583	2019-05-05 17:59:10.416	602,0	12,531907	41,912115	30,1	151,4	28,2	5,661
584	2019-05-05 17:59:11.416	603,0	12,531986	41,911997	30,4	151,4	52,6	5,676
585	2019-05-05 17:59:12.416	604,0	12,532045	41,911908	30,9	151,4	40,0	5,687
586	2019-05-05 17:59:13.416	605,0	12,532100	41,911826	31,3	151,4	36,6	5,697
587	2019-05-05 17:59:14.416	606,0	12,532157	41,911741	31,6	151,4	38,2	5,708
588	2019-05-05 17:59:15.416	607,0	12,532212	41,911658	32,0	151,4	37,1	5,718
589	2019-05-05 17:59:16.416	608,0	12,532266	41,911577	33,5	151,4	36,1	5,728
590	2019-05-05 17:59:17.416	609,0	12,532330	41,911483	34,5	151,4	42,0	5,740
