relative_time,AccZ
0,9.490615844726562
36,9.998186111450195
68,9.634267807006836
76,9.528923034667969
96,8.71489429473877
131,8.312667846679688
143,7.785943984985352
156,7.948749542236328
176,8.513781547546387
196,8.734047889709473
218,8.848969459533691
236,9.165003776550293
256,10.228029251098633
276,11.578359603881836
296,12.229581832885742
317,11.233593940734863
336,8.954314231872559
356,6.71334171295166
376,5.219359874725342
398,4.874594688415527
416,6.89530086517334
436,8.89685344696045
456,9.509769439697266
476,10.017339706420898
496,9.998186111450195
516,9.59596061706543
536,9.634267807006836
556,9.615114212036133
576,9.308655738830566
596,8.293514251708984
616,7.201758861541748
636,7.479485988616943
656,9.174580574035645
679,10.591948509216309
696,10.65898609161377
717,9.911994934082031
736,9.96945571899414
756,9.768342971801758
778,9.66299819946289
796,9.77791976928711
816,9.069235801696777
836,8.322244644165039
856,8.341399192810059
877,8.255207061767578
896,8.96389102935791
916,8.848969459533691
936,8.810662269592285
957,7.910442352294922
976,6.981492042541504
997,7.594407558441162
1016,9.21288776397705
1036,10.093954086303711
1056,9.739612579345703
1076,9.136273384094238
1096,9.27034854888916
1116,10.007762908935547
1136,10.697293281555176
1156,10.678139686584473
1176,10.285490036010742
1196,8.887276649475098
1216,7.987056732177734
1238,8.111555099487305
1256,8.810662269592285
1276,9.375694274902344
1296,9.433155059814453
1316,9.423578262329102
1337,9.653421401977539
1356,9.979032516479492
1377,9.931148529052734
1396,9.835380554199219
1428,8.925583839416504
1441,8.513781547546387
1457,8.638279914855957
1483,9.174580574035645
1496,10.065223693847656
1517,11.022904396057129
1536,11.396400451660156
1556,11.061211585998535
1576,9.749189376831055
1596,8.743624687194824
1616,8.638279914855957
1636,8.638279914855957
1656,8.121131896972656
1676,7.7763671875
1696,8.504204750061035
1716,8.65743350982666
1744,8.743624687194824
1756,9.011775016784668
1776,9.758766174316406
1798,10.132261276245117
1816,10.036493301391602
1836,9.634267807006836
1856,9.825803756713867
1876,10.141838073730469
1896,9.816226959228516
1916,9.47146224975586
1936,9.318233489990234
1957,10.122684478759766
1976,10.936713218688965
2042,8.456320762634277
2109,7.575253963470459
2174,8.78193187713623
2240,10.630255699157715
2306,9.787496566772461
2372,10.371682167053223
2438,10.323798179626465
2504,9.452308654785156
2570,8.226476669311523
2636,8.887276649475098
2702,8.456320762634277
2770,9.528923034667969
2834,11.616666793823242
2900,9.710882186889648
2966,10.218452453613281
