relative_time,AccZ
0,9.921571731567383
1,9.739612579345703
24,9.730035781860352
56,10.295066833496094
57,9.615114212036133
81,9.509769439697266
82,9.567230224609375
93,9.701305389404297
122,9.682151794433594
133,10.304644584655762
145,10.400412559509277
177,10.256759643554688
186,9.911994934082031
190,9.892841339111328
211,9.959878921508789
220,9.950302124023438
257,9.873687744140625
266,10.218452453613281
292,10.141838073730469
301,9.806650161743164
314,9.66299819946289
320,9.500192642211914
349,9.500192642211914
353,9.634267807006836
361,9.653421401977539
391,9.730035781860352
403,10.046070098876953
410,10.055646896362305
420,10.141838073730469
430,10.141838073730469
440,10.065223693847656
459,9.96945571899414
460,9.940725326538086
470,9.911994934082031
493,9.797073364257812
500,9.864110946655273
518,9.806650161743164
520,9.653421401977539
547,9.634267807006836
550,10.036493301391602
571,9.998186111450195
601,9.911994934082031
602,9.921571731567383
623,9.873687744140625
624,10.007762908935547
646,10.113107681274414
650,10.15141487121582
678,10.180145263671875
680,10.055646896362305
690,9.892841339111328
701,9.873687744140625
730,9.96945571899414
740,9.979032516479492
752,10.036493301391602
781,10.093954086303711
790,10.170568466186523
804,10.15141487121582
828,9.921571731567383
830,9.816226959228516
840,9.825803756713867
863,9.806650161743164
870,9.749189376831055
889,9.653421401977539
890,9.682151794433594
921,9.730035781860352
953,10.02691650390625
996,10.02691650390625
1000,10.429142951965332
1037,10.486603736877441
1040,10.02691650390625
1070,9.816226959228516
1103,9.816226959228516
1135,9.77791976928711
1140,9.892841339111328
1168,9.825803756713867
1169,9.950302124023438
1170,9.998186111450195
1194,9.90241813659668
1200,9.404424667358398
1232,9.519346237182617
1240,9.605537414550781
1261,9.500192642211914
1270,9.519346237182617
1294,9.634267807006836
1295,9.758766174316406
1300,9.768342971801758
1320,9.911994934082031
1350,9.96945571899414
1351,9.911994934082031
1376,9.59596061706543
1380,9.557653427124023
1390,9.643844604492188
1407,9.806650161743164
1411,9.921571731567383
1428,9.979032516479492
1430,9.931148529052734
1440,9.825803756713867
1464,9.720458984375
1470,9.643844604492188
1500,9.586383819580078
1529,9.77791976928711
1530,9.911994934082031
1540,9.921571731567383
1556,9.787496566772461
1593,9.787496566772461
1600,9.921571731567383
1633,9.892841339111328
1634,9.739612579345703
1640,9.41400146484375
1673,9.490615844726562
