relative_time,AccZ
0,9.232041358947754
2,8.868123054504395
52,9.011775016784668
68,9.136273384094238
81,9.078812599182129
114,9.126696586608887
130,9.117119789123535
147,8.973467826843262
163,8.829815864562988
197,8.772355079650879
213,9.059659004211426
229,9.27034854888916
246,9.097966194152832
262,8.810662269592285
281,8.820239067077637
303,9.107542991638184
328,9.174580574035645
344,8.983044624328613
361,8.983044624328613
394,9.14585018157959
410,9.14585018157959
427,9.08838939666748
443,9.011775016784668
462,9.08838939666748
481,9.117119789123535
500,8.944737434387207
520,8.848969459533691
545,8.848969459533691
561,8.829815864562988
580,8.65743350982666
600,8.609549522399902
620,8.858546257019043
644,9.136273384094238
660,9.117119789123535
681,8.887276649475098
700,8.954314231872559
720,9.174580574035645
743,9.404424667358398
761,9.232041358947754
780,9.030928611755371
800,8.925583839416504
822,8.925583839416504
841,9.02135181427002
862,8.868123054504395
880,8.848969459533691
900,8.9064302444458
922,8.954314231872559
940,8.944737434387207
960,8.858546257019043
980,8.887276649475098
1000,9.069235801696777
1021,9.069235801696777
1040,8.791508674621582
1060,8.992621421813965
1080,9.184157371520996
1106,9.404424667358398
1121,9.27034854888916
1140,9.14585018157959
1160,9.097966194152832
1180,9.14585018157959
1204,9.02135181427002
1221,8.935160636901855
1240,8.877699851989746
1260,8.83939266204834
1280,8.686163902282715
1303,8.810662269592285
1321,9.050082206726074
1343,9.050082206726074
1362,8.944737434387207
1404,8.944737434387207
1426,9.279925346374512
1450,9.14585018157959
1466,8.810662269592285
1481,8.887276649475098
1516,9.21288776397705
1530,9.078812599182129
1547,8.83939266204834
1563,8.734047889709473
1596,8.983044624328613
1613,9.078812599182129
1628,8.992621421813965
1645,8.973467826843262
1662,9.011775016784668
1695,8.858546257019043
1711,8.791508674621582
1728,8.973467826843262
1745,8.71489429473877
1763,8.724471092224121
1785,8.628703117370605
1812,8.944737434387207
1831,9.318233489990234
1845,9.423578262329102
1862,9.394847869873047
1882,9.35654067993164
1911,9.117119789123535
1933,8.935160636901855
1945,9.002198219299316
1961,9.059659004211426
1982,8.887276649475098
2010,8.801085472106934
2026,8.89685344696045
2043,8.916007041931152
2075,8.887276649475098
2093,8.916007041931152
2109,9.040505409240723
2125,9.08838939666748
2141,8.983044624328613
2174,8.810662269592285
2191,8.925583839416504
2208,8.973467826843262
2224,8.992621421813965
2241,8.973467826843262
2273,9.059659004211426
2290,9.165003776550293
2308,9.078812599182129
2323,8.877699851989746
2354,8.647856712341309
2370,9.117119789123535
2399,9.174580574035645
2405,9.08838939666748
2421,9.069235801696777
2441,9.241618156433105
2460,9.14585018157959
2480,8.762778282165527
2500,8.5903959274292
2520,8.676587104797363
2541,8.944737434387207
2560,8.9064302444458
2580,8.772355079650879
2600,8.810662269592285
2620,8.89685344696045
2640,8.96389102935791
2660,9.059659004211426
2680,9.165003776550293
2707,9.117119789123535
2720,9.08838939666748
2740,9.08838939666748
2760,9.136273384094238
2780,9.097966194152832
2800,8.935160636901855
2820,8.925583839416504
2840,9.232041358947754
2860,9.337387084960938
2880,9.174580574035645
2900,9.107542991638184
2920,8.9064302444458
2940,8.983044624328613
2960,9.030928611755371
2980,8.868123054504395
3000,8.954314231872559
3021,9.030928611755371
3040,9.069235801696777
3060,9.030928611755371
3080,8.954314231872559
3100,9.011775016784668
3120,9.232041358947754
3140,9.136273384094238
3160,9.002198219299316
3180,8.858546257019043
3200,9.040505409240723
3220,9.069235801696777
3240,8.89685344696045
3260,8.83939266204834
3280,9.059659004211426
3301,9.184157371520996
3320,9.02135181427002
3340,8.916007041931152
3360,9.050082206726074
3380,9.279925346374512
3400,9.222464561462402
3420,9.050082206726074
3440,8.916007041931152
3460,9.002198219299316
3480,9.02135181427002
3500,8.9064302444458
3520,8.753201484680176
3540,8.724471092224121
3560,8.5903959274292
3580,8.801085472106934
3600,9.126696586608887
3620,9.232041358947754
3640,9.136273384094238
3660,8.944737434387207
3681,9.02135181427002
3700,9.184157371520996
3721,9.126696586608887
3740,9.050082206726074
3760,8.96389102935791
