DashWare Android Logger file
Time, Latitude, Longitude, Elevation, Speed, AccX, AccY, AccZ, Bearing, Accuracy
17:44:40, 42.354488113952065, 13.360315764139118, 647.0733825260238, 27.48833656311035, -0.011643532663583755, 0.02400556206703186, 0.445147842168808, 0.0, 16.0
17:44:43, 42.35450274343233, 13.36031635454226, 642.0889605047956, 27.63568115234375, 0.19247056543827057, 0.13382306694984436, -0.15314732491970062, 0.0, 16.0
17:44:44, 42.35453824776594, 13.360320899872535, 637.6256291660231, 25.64676284790039, 0.17643330991268158, 0.12892884016036987, 0.7348432540893555, 0.0, 6.0
17:44:45, 42.354592843185955, 13.360326922572353, 634.5114075809727, 14.654033660888672, 0.5879324674606323, -0.5221620202064514, 0.3183889091014862, 0.0, 6.0
17:44:47, 42.355814175164234, 13.36060446579428, 633.8899761357493, 24.980674743652344, -0.7183061838150024, -0.012172840535640717, -0.6405163407325745, 12.545308699180387, 8.000003814697266
17:44:48, 42.35612040444312, 13.360695765090368, 633.4852979202273, 26.519535064697266, -0.5837767720222473, -0.11266037821769714, -0.2689618468284607, 14.895289974426786, 12.000004768371582
17:44:49, 42.35637003891964, 13.360784645006028, 633.1575561045561, 27.19444465637207, -0.44707679748535156, -0.06477957218885422, 0.6552103757858276, 16.08887149983388, 12.000004768371582
17:44:50, 42.356621692030075, 13.360880127378424, 632.8494408709439, 27.484149932861328, -0.013392198830842972, 0.09979969263076782, 0.2704377770423889, 16.91912354816785, 6.000001907348633
17:44:51, 42.35686204059693, 13.360980195660675, 632.6731337072957, 27.430034637451172, -0.03490163013339043, 9.742695838212967E-4, -0.06362432986497879, 18.841293690415746, 6.000001907348633
17:44:52, 42.357092525798194, 13.361087010728424, 632.5782854274323, 27.40644645690918, -0.011493269354104996, 0.06372541189193726, 0.15602222084999084, 19.391173940572617, 8.000003814697266
17:44:53, 42.35732735137412, 13.361200589573563, 632.5416857346985, 27.372264862060547, -0.05690024793148041, -0.06480568647384644, -0.3874070644378662, 19.958607734491114, 8.000003814697266
17:44:54, 42.35756127666023, 13.361315582601117, 632.4889450396856, 27.354942321777344, 0.07773225009441376, 0.05213085934519768, 0.05530056729912758, 20.904456142406744, 8.000003814697266
17:44:55, 42.357802116254724, 13.361442742413486, 632.5971195167193, 27.329452514648438, 0.21470323204994202, -0.1082107350230217, 0.10318664461374283, 21.47026463336977, 6.000001907348633
17:44:56, 42.35803580659054, 13.361570422222218, 632.7986909890541, 27.30306625366211, -0.004263060167431831, 0.08939747512340546, 0.38001132011413574, 21.571022272442093, 6.000001907348633
17:44:57, 42.35826759311073, 13.361697083250764, 633.0962753543423, 27.203264236450195, 0.0167551189661026, -0.18172870576381683, -0.0924953818321228, 22.254392395478348, 6.000001907348633
17:44:58, 42.35849751794198, 13.361825788752435, 633.4852239573731, 27.115631103515625, -0.24636372923851013, 0.10348489880561829, -0.3339707553386688, 22.50592321422305, 6.000001907348633
17:44:59, 42.35872761871185, 13.361956910522485, 633.6411895353417, 27.148597717285156, -0.11575604230165482, 0.09905041754245758, -0.3786817789077759, 23.90465750375397, 6.000001907348633
17:45:00, 42.358954809458105, 13.362097075308506, 633.7728989364523, 27.298660278320312, 0.20752935111522675, 0.13561572134494781, -0.1131611317396164, 24.06262508910977, 6.000001907348633
17:45:01, 42.35918733306277, 13.36223813047565, 633.9230073601016, 27.428464889526367, 0.3448231816291809, -0.19973130524158478, -1.1809754371643066, 24.25251986111258, 6.000001907348633
